CONDITION_ID	GENE_ID
OMIM:210250	ENSG00000076351|ENSG00000119888|ENSG00000122859|ENSG00000138075|ENSG00000143921
OMIM:210370	ENSG00000145476
OMIM:210600	ENSG00000100503|ENSG00000101773|ENSG00000103995|ENSG00000138346|ENSG00000151849|ENSG00000175054|ENSG00000182923
OMIM:210710	ENSG00000066279|ENSG00000113522|ENSG00000123473|ENSG00000125454|ENSG00000136861|ENSG00000137812|ENSG00000147044|ENSG00000147316|ENSG00000151849|ENSG00000160299|ENSG00000187736|ENSG00000264229
OMIM:210720	ENSG00000066279|ENSG00000113522|ENSG00000123473|ENSG00000125454|ENSG00000136861|ENSG00000137812|ENSG00000147044|ENSG00000147316|ENSG00000151849|ENSG00000160299|ENSG00000187736|ENSG00000264229
OMIM:210750	ENSG00000049130|ENSG00000101440|ENSG00000104055|ENSG00000107165|ENSG00000115648|ENSG00000137265|ENSG00000140090|ENSG00000162341|ENSG00000166068|ENSG00000188467|ENSG00000281919
OMIM:210900	ENSG00000197299
OMIM:211180	ENSG00000126749
OMIM:211400	ENSG00000001626|ENSG00000111319|ENSG00000166828|ENSG00000168447
OMIM:211500	ENSG00000101276
OMIM:211530	ENSG00000101276
OMIM:211600	ENSG00000005471|ENSG00000073734|ENSG00000081923|ENSG00000119139|ENSG00000263298
OMIM:211750	ENSG00000052850|ENSG00000066468|ENSG00000068078|ENSG00000077782|ENSG00000105722|ENSG00000120149|ENSG00000122691|ENSG00000140262|ENSG00000153283|ENSG00000157933|ENSG00000171456|ENSG00000185624
OMIM:211800	ENSG00000111341|ENSG00000115339|ENSG00000118972|ENSG00000133116|ENSG00000135318|ENSG00000164266|ENSG00000181722|ENSG00000205413
OMIM:211900	ENSG00000111341|ENSG00000115339|ENSG00000118972|ENSG00000133116|ENSG00000135318|ENSG00000164266|ENSG00000181722|ENSG00000205413
OMIM:211980	ENSG00000064012|ENSG00000101825|ENSG00000107968|ENSG00000110628|ENSG00000117560|ENSG00000121879|ENSG00000125347|ENSG00000133703|ENSG00000137713|ENSG00000141736|ENSG00000146648|ENSG00000157764|ENSG00000185345|ENSG00000225830|ENSG00000255974
OMIM:212050	ENSG00000172243|ENSG00000187796
OMIM:212065	ENSG00000000419|ENSG00000033011|ENSG00000086848|ENSG00000088035|ENSG00000119523|ENSG00000128039|ENSG00000129255|ENSG00000140650|ENSG00000159063|ENSG00000163933|ENSG00000172269|ENSG00000175283|ENSG00000178802|ENSG00000179085|ENSG00000182858|ENSG00000214160|ENSG00000253710
OMIM:212066	ENSG00000086062|ENSG00000103051|ENSG00000115275|ENSG00000164414|ENSG00000164597|ENSG00000166685|ENSG00000168282|ENSG00000168434|ENSG00000181830|ENSG00000272617
OMIM:212070	ENSG00000084110|ENSG00000100033|ENSG00000100983|ENSG00000105607|ENSG00000112294|ENSG00000115919|ENSG00000119711|ENSG00000120054|ENSG00000123453|ENSG00000124299|ENSG00000124370|ENSG00000124713|ENSG00000132837|ENSG00000135821|ENSG00000139531|ENSG00000146085|ENSG00000151224|ENSG00000151498|ENSG00000155465|ENSG00000159423|ENSG00000159650|ENSG00000163817|ENSG00000174358|ENSG00000175600|ENSG00000177646|ENSG00000178814|ENSG00000186335|ENSG00000187098|ENSG00000196177|ENSG00000198130|ENSG00000243989
OMIM:212112	ENSG00000035403|ENSG00000046604|ENSG00000069431|ENSG00000073578|ENSG00000077522|ENSG00000080815|ENSG00000092054|ENSG00000106692|ENSG00000109846|ENSG00000112319|ENSG00000112769|ENSG00000114854|ENSG00000118194|ENSG00000120802|ENSG00000122367|ENSG00000129170|ENSG00000129991|ENSG00000132155|ENSG00000140416|ENSG00000143801|ENSG00000151929|ENSG00000155657|ENSG00000157259|ENSG00000159251|ENSG00000160789|ENSG00000162614|ENSG00000170624|ENSG00000173991|ENSG00000175084|ENSG00000183873|ENSG00000197616|ENSG00000198523|ENSG00000198947|ENSG00000203867|ENSG00000205981
OMIM:212138	ENSG00000072506|ENSG00000072778|ENSG00000084754|ENSG00000103227|ENSG00000116133|ENSG00000117054|ENSG00000122971|ENSG00000138029|ENSG00000177666|ENSG00000178537|ENSG00000242110
OMIM:212140	ENSG00000197375
OMIM:212350	ENSG00000143140|ENSG00000183873|ENSG00000262327|ENSG00000265107
OMIM:212550	ENSG00000004961|ENSG00000006042|ENSG00000102030|ENSG00000119614|ENSG00000125378|ENSG00000134438|ENSG00000156466|ENSG00000165588|ENSG00000181449|ENSG00000183337|ENSG00000184302|ENSG00000184344|ENSG00000235718
OMIM:212720	ENSG00000011275|ENSG00000032444|ENSG00000085224|ENSG00000109163|ENSG00000118873|ENSG00000225830
OMIM:212750	ENSG00000099331|ENSG00000163599|ENSG00000206305|ENSG00000225824
OMIM:212780	ENSG00000105983|ENSG00000128714|ENSG00000134569|ENSG00000152661|ENSG00000205899|ENSG00000262919
OMIM:212840	ENSG00000011275|ENSG00000032444|ENSG00000085224|ENSG00000109163|ENSG00000118873|ENSG00000225830
OMIM:213300	ENSG00000046651|ENSG00000048342|ENSG00000103494|ENSG00000104218|ENSG00000106477|ENSG00000119977|ENSG00000135541|ENSG00000144061|ENSG00000148384|ENSG00000149483|ENSG00000155755|ENSG00000156973|ENSG00000164953|ENSG00000169379|ENSG00000187049|ENSG00000197603|ENSG00000198707|ENSG00000204852|ENSG00000205084
OMIM:213600	ENSG00000100311|ENSG00000113721|ENSG00000168575
OMIM:213700	ENSG00000135929
OMIM:213980	ENSG00000004848|ENSG00000012061|ENSG00000060642|ENSG00000066084|ENSG00000086758|ENSG00000101773|ENSG00000104884|ENSG00000106688|ENSG00000111199|ENSG00000114209|ENSG00000118058|ENSG00000119042|ENSG00000125675|ENSG00000125835|ENSG00000126012|ENSG00000132549|ENSG00000134323|ENSG00000136280|ENSG00000141627|ENSG00000143183|ENSG00000143473|ENSG00000147852|ENSG00000150995|ENSG00000151148|ENSG00000152217|ENSG00000156471|ENSG00000158290|ENSG00000158352|ENSG00000167716|ENSG00000169057|ENSG00000169607|ENSG00000172534|ENSG00000172943|ENSG00000178538|ENSG00000189221|ENSG00000196628|ENSG00000281813
OMIM:214100	ENSG00000127980
OMIM:214150	ENSG00000049167|ENSG00000175595|ENSG00000225830
OMIM:214300	ENSG00000005102|ENSG00000156466|ENSG00000184344
OMIM:214400	ENSG00000087053|ENSG00000100241|ENSG00000104381|ENSG00000104419|ENSG00000105227|ENSG00000112367|ENSG00000122877|ENSG00000133812|ENSG00000139132|ENSG00000158887|ENSG00000169247
OMIM:214450	ENSG00000017427|ENSG00000060718|ENSG00000081479|ENSG00000100345|ENSG00000100416|ENSG00000105409|ENSG00000105880|ENSG00000107485|ENSG00000121957|ENSG00000133835|ENSG00000135903|ENSG00000139734|ENSG00000162065|ENSG00000165474|ENSG00000177807|ENSG00000186895|ENSG00000197535|ENSG00000198246|ENSG00000261155
OMIM:214500	ENSG00000143669
OMIM:214700	ENSG00000091138
OMIM:214800	ENSG00000170381|ENSG00000171316
OMIM:214950	ENSG00000099377|ENSG00000122787|ENSG00000172817|ENSG00000242110
OMIM:215045	ENSG00000113594|ENSG00000151348|ENSG00000160801|ENSG00000182197
OMIM:215100	ENSG00000018510|ENSG00000112357|ENSG00000116906
OMIM:215140	ENSG00000049089|ENSG00000059377|ENSG00000077782|ENSG00000079616|ENSG00000092758|ENSG00000100985|ENSG00000105664|ENSG00000109705|ENSG00000111199|ENSG00000112280|ENSG00000132031|ENSG00000137601|ENSG00000139219|ENSG00000142798|ENSG00000143387|ENSG00000143815|ENSG00000155850|ENSG00000157766|ENSG00000160801|ENSG00000161217|ENSG00000162337|ENSG00000162733|ENSG00000165458|ENSG00000167941|ENSG00000176022|ENSG00000185960|ENSG00000196365|ENSG00000196459|ENSG00000196924|ENSG00000206290|ENSG00000217930|ENSG00000235708|ENSG00000269900
OMIM:215150	ENSG00000139219|ENSG00000206290|ENSG00000235708
OMIM:215300	ENSG00000182197
OMIM:215470	ENSG00000011275|ENSG00000032444|ENSG00000085224|ENSG00000109163|ENSG00000118873|ENSG00000225830
OMIM:215600	ENSG00000111057|ENSG00000170421
OMIM:215700	ENSG00000004864|ENSG00000130707
OMIM:216340	ENSG00000112367|ENSG00000120149|ENSG00000124813
OMIM:216360	ENSG00000048342|ENSG00000103494|ENSG00000164953
OMIM:216400	ENSG00000049167|ENSG00000175595|ENSG00000225830
OMIM:216550	ENSG00000004848|ENSG00000012061|ENSG00000060642|ENSG00000066084|ENSG00000086758|ENSG00000101773|ENSG00000104884|ENSG00000106688|ENSG00000111199|ENSG00000114209|ENSG00000118058|ENSG00000119042|ENSG00000125675|ENSG00000125835|ENSG00000126012|ENSG00000132549|ENSG00000134323|ENSG00000136280|ENSG00000141627|ENSG00000143183|ENSG00000143473|ENSG00000147852|ENSG00000150995|ENSG00000151148|ENSG00000152217|ENSG00000156471|ENSG00000158290|ENSG00000158352|ENSG00000167716|ENSG00000169057|ENSG00000169607|ENSG00000172534|ENSG00000172943|ENSG00000178538|ENSG00000189221|ENSG00000196628|ENSG00000281813
OMIM:216820	ENSG00000007372|ENSG00000075891|ENSG00000089289|ENSG00000108474|ENSG00000111678|ENSG00000119614|ENSG00000164690|ENSG00000164946|ENSG00000165821
OMIM:216900	ENSG00000095464|ENSG00000134183|ENSG00000144191|ENSG00000170289
OMIM:217000	ENSG00000206372|ENSG00000231543
OMIM:217080	ENSG00000069431|ENSG00000158158
OMIM:217085	ENSG00000089225|ENSG00000117298|ENSG00000123066|ENSG00000125863|ENSG00000143951|ENSG00000156925|ENSG00000160789|ENSG00000174705|ENSG00000184937|ENSG00000196924|ENSG00000223802
OMIM:217090	ENSG00000122194
OMIM:217095	ENSG00000130283|ENSG00000141448|ENSG00000169946|ENSG00000180053|ENSG00000183072|ENSG00000184058|ENSG00000223802
OMIM:217300	ENSG00000139330
OMIM:217400	ENSG00000007062|ENSG00000011465|ENSG00000088836|ENSG00000115020|ENSG00000115380|ENSG00000120708|ENSG00000120942|ENSG00000125850|ENSG00000148516|ENSG00000171812|ENSG00000184292|ENSG00000186442|ENSG00000187079|ENSG00000263243
OMIM:217700	ENSG00000088836|ENSG00000148516|ENSG00000166748|ENSG00000171812|ENSG00000273540
OMIM:217800	ENSG00000183196
OMIM:218000	ENSG00000132716|ENSG00000140199|ENSG00000169432|ENSG00000261609
OMIM:218040	ENSG00000174775|ENSG00000276536
OMIM:218330	ENSG00000118965|ENSG00000163913
OMIM:218340	ENSG00000007372|ENSG00000075891|ENSG00000089289|ENSG00000108474|ENSG00000111678|ENSG00000119614|ENSG00000164690|ENSG00000164946|ENSG00000165821
OMIM:218400	ENSG00000119650|ENSG00000152661|ENSG00000154122|ENSG00000157796|ENSG00000167941
OMIM:218600	ENSG00000160957
OMIM:218700	ENSG00000009765|ENSG00000105641|ENSG00000107249|ENSG00000115705|ENSG00000125618|ENSG00000126351|ENSG00000134200|ENSG00000136352|ENSG00000140274|ENSG00000140279|ENSG00000165409|ENSG00000183072
OMIM:218800	ENSG00000241635|ENSG00000242366|ENSG00000244474
OMIM:219000	ENSG00000107859|ENSG00000138759|ENSG00000139219|ENSG00000148384|ENSG00000150893|ENSG00000155974|ENSG00000186790|ENSG00000215612
OMIM:219050	ENSG00000109906|ENSG00000133105|ENSG00000141646|ENSG00000248099
OMIM:219080	ENSG00000087460
OMIM:219090	ENSG00000110711
OMIM:219100	ENSG00000049540|ENSG00000059573|ENSG00000090006|ENSG00000140092|ENSG00000165240|ENSG00000172638|ENSG00000183010|ENSG00000185344
OMIM:219150	ENSG00000049540|ENSG00000059573|ENSG00000090006|ENSG00000140092|ENSG00000165240|ENSG00000172638|ENSG00000183010|ENSG00000185344
OMIM:219200	ENSG00000049540|ENSG00000059573|ENSG00000090006|ENSG00000140092|ENSG00000165240|ENSG00000172638|ENSG00000183010|ENSG00000185344
OMIM:219700	ENSG00000001626|ENSG00000105329|ENSG00000143226
OMIM:219730	ENSG00000015133|ENSG00000105647|ENSG00000107186|ENSG00000148204|ENSG00000198910
OMIM:219750	ENSG00000040531
OMIM:219800	ENSG00000040531
OMIM:219900	ENSG00000040531
OMIM:220100	ENSG00000021488|ENSG00000138079
OMIM:220110	ENSG00000006695|ENSG00000118246|ENSG00000126267|ENSG00000133028|ENSG00000136463|ENSG00000176340|ENSG00000178449|ENSG00000198712|ENSG00000198804|ENSG00000203667|ENSG00000229833|ENSG00000256053
OMIM:220111	ENSG00000006695|ENSG00000014919|ENSG00000073578|ENSG00000074582|ENSG00000101247|ENSG00000110074|ENSG00000110717|ENSG00000115286|ENSG00000130489|ENSG00000131495|ENSG00000137513|ENSG00000138095|ENSG00000139180|ENSG00000140521|ENSG00000156170|ENSG00000164182|ENSG00000164258|ENSG00000167792|ENSG00000184752|ENSG00000198786|ENSG00000198840|ENSG00000198899|ENSG00000213619|ENSG00000260692|ENSG00000280627|ENSG00000281434
OMIM:220150	ENSG00000109667|ENSG00000137731|ENSG00000138798|ENSG00000163817|ENSG00000164007|ENSG00000174358|ENSG00000186335|ENSG00000197891
OMIM:220210	ENSG00000164961
OMIM:220290	ENSG00000006611|ENSG00000019991|ENSG00000065427|ENSG00000091536|ENSG00000095397|ENSG00000095777|ENSG00000100106|ENSG00000107736|ENSG00000109927|ENSG00000115155|ENSG00000115459|ENSG00000119715|ENSG00000121742|ENSG00000124570|ENSG00000136425|ENSG00000137474|ENSG00000137710|ENSG00000138035|ENSG00000139304|ENSG00000145103|ENSG00000150275|ENSG00000151491|ENSG00000152939|ENSG00000155719|ENSG00000157087|ENSG00000159261|ENSG00000160183|ENSG00000162065|ENSG00000164742|ENSG00000165091|ENSG00000165474|ENSG00000165899|ENSG00000167210|ENSG00000167791|ENSG00000170615|ENSG00000174099|ENSG00000175894|ENSG00000176058|ENSG00000179855|ENSG00000181392|ENSG00000181585|ENSG00000184154|ENSG00000187017|ENSG00000188162|ENSG00000188910|ENSG00000196586|ENSG00000197753|ENSG00000204311|ENSG00000204928|ENSG00000206290|ENSG00000215203|ENSG00000235708|ENSG00000242866
OMIM:220400	ENSG00000053918|ENSG00000180509|ENSG00000243627|ENSG00000282076
OMIM:220500	ENSG00000017427|ENSG00000060718|ENSG00000081479|ENSG00000100345|ENSG00000100416|ENSG00000105409|ENSG00000105880|ENSG00000107485|ENSG00000121957|ENSG00000133835|ENSG00000135903|ENSG00000139734|ENSG00000162065|ENSG00000165474|ENSG00000177807|ENSG00000186895|ENSG00000197535|ENSG00000198246|ENSG00000261155
OMIM:220600	ENSG00000017427|ENSG00000060718|ENSG00000081479|ENSG00000100345|ENSG00000100416|ENSG00000105409|ENSG00000105880|ENSG00000107485|ENSG00000121957|ENSG00000133835|ENSG00000135903|ENSG00000139734|ENSG00000162065|ENSG00000165474|ENSG00000177807|ENSG00000186895|ENSG00000197535|ENSG00000198246|ENSG00000261155
OMIM:221750	ENSG00000064835|ENSG00000107187|ENSG00000112964|ENSG00000121454|ENSG00000134595|ENSG00000139618|ENSG00000165588|ENSG00000175325|ENSG00000259384|ENSG00000280635
OMIM:221770	ENSG00000011600|ENSG00000084073|ENSG00000095970|ENSG00000160789|ENSG00000176619
OMIM:221820	ENSG00000026297|ENSG00000030582|ENSG00000092621|ENSG00000100024|ENSG00000154118|ENSG00000182578|ENSG00000187498
OMIM:221900	ENSG00000179774
OMIM:222100	ENSG00000049768|ENSG00000089127|ENSG00000134242|ENSG00000134460|ENSG00000135100|ENSG00000160791|ENSG00000163599|ENSG00000172071|ENSG00000177688|ENSG00000254647
OMIM:222300	ENSG00000109501|ENSG00000145354
OMIM:222448	ENSG00000017427|ENSG00000060718|ENSG00000081479|ENSG00000100345|ENSG00000100416|ENSG00000105409|ENSG00000105880|ENSG00000107485|ENSG00000121957|ENSG00000133835|ENSG00000135903|ENSG00000139734|ENSG00000162065|ENSG00000165474|ENSG00000177807|ENSG00000186895|ENSG00000197535|ENSG00000198246|ENSG00000261155
OMIM:222470	ENSG00000096696|ENSG00000170454|ENSG00000173801|ENSG00000198677
OMIM:222600	ENSG00000155850
OMIM:222700	ENSG00000084110|ENSG00000100033|ENSG00000100983|ENSG00000105607|ENSG00000112294|ENSG00000115919|ENSG00000119711|ENSG00000120054|ENSG00000123453|ENSG00000124299|ENSG00000124370|ENSG00000124713|ENSG00000132837|ENSG00000135821|ENSG00000139531|ENSG00000146085|ENSG00000151224|ENSG00000151498|ENSG00000155465|ENSG00000159423|ENSG00000159650|ENSG00000163817|ENSG00000174358|ENSG00000175600|ENSG00000177646|ENSG00000178814|ENSG00000186335|ENSG00000187098|ENSG00000196177|ENSG00000198130|ENSG00000243989
OMIM:222730	ENSG00000004848|ENSG00000012061|ENSG00000060642|ENSG00000066084|ENSG00000086758|ENSG00000101773|ENSG00000104884|ENSG00000106688|ENSG00000111199|ENSG00000114209|ENSG00000118058|ENSG00000119042|ENSG00000125675|ENSG00000125835|ENSG00000126012|ENSG00000132549|ENSG00000134323|ENSG00000136280|ENSG00000141627|ENSG00000143183|ENSG00000143473|ENSG00000147852|ENSG00000150995|ENSG00000151148|ENSG00000152217|ENSG00000156471|ENSG00000158290|ENSG00000158352|ENSG00000167716|ENSG00000169057|ENSG00000169607|ENSG00000172534|ENSG00000172943|ENSG00000178538|ENSG00000189221|ENSG00000196628|ENSG00000281813
OMIM:222748	ENSG00000005381|ENSG00000007933|ENSG00000073578|ENSG00000091483|ENSG00000100075|ENSG00000101981|ENSG00000102144|ENSG00000103150|ENSG00000111716|ENSG00000116984|ENSG00000125741|ENSG00000125877|ENSG00000138109|ENSG00000138796|ENSG00000147224|ENSG00000147647|ENSG00000148090|ENSG00000154646|ENSG00000160282|ENSG00000165471|ENSG00000165841|ENSG00000166710|ENSG00000167397|ENSG00000167642|ENSG00000176715|ENSG00000204370|ENSG00000205138|ENSG00000239900|ENSG00000255974|ENSG00000273686|ENSG00000280905
OMIM:222765	ENSG00000018510|ENSG00000112357|ENSG00000116906
OMIM:222900	ENSG00000090402|ENSG00000100170|ENSG00000115850|ENSG00000117394|ENSG00000153574|ENSG00000169738|ENSG00000177156|ENSG00000198814
OMIM:223000	ENSG00000090402|ENSG00000100170|ENSG00000115850|ENSG00000117394|ENSG00000153574|ENSG00000169738|ENSG00000177156|ENSG00000198814
OMIM:223100	ENSG00000076003
OMIM:223360	ENSG00000010361|ENSG00000060069|ENSG00000075275|ENSG00000100714|ENSG00000108691|ENSG00000112367|ENSG00000116984|ENSG00000123095|ENSG00000123454|ENSG00000124275|ENSG00000124479|ENSG00000138083|ENSG00000162738|ENSG00000163666|ENSG00000164458|ENSG00000164690|ENSG00000165617|ENSG00000169432|ENSG00000170370|ENSG00000173218|ENSG00000177000|ENSG00000180900|ENSG00000183785|ENSG00000187498|ENSG00000205336
OMIM:223800	ENSG00000004848|ENSG00000012061|ENSG00000060642|ENSG00000066084|ENSG00000086758|ENSG00000101773|ENSG00000104884|ENSG00000106688|ENSG00000111199|ENSG00000114209|ENSG00000118058|ENSG00000119042|ENSG00000125675|ENSG00000125835|ENSG00000126012|ENSG00000132549|ENSG00000134323|ENSG00000136280|ENSG00000141627|ENSG00000143183|ENSG00000143473|ENSG00000147852|ENSG00000150995|ENSG00000151148|ENSG00000152217|ENSG00000156471|ENSG00000158290|ENSG00000158352|ENSG00000167716|ENSG00000169057|ENSG00000169607|ENSG00000172534|ENSG00000172943|ENSG00000178538|ENSG00000189221|ENSG00000196628|ENSG00000281813
OMIM:223900	ENSG00000070061
OMIM:224050	ENSG00000004848|ENSG00000012061|ENSG00000060642|ENSG00000066084|ENSG00000086758|ENSG00000101773|ENSG00000104884|ENSG00000106688|ENSG00000111199|ENSG00000114209|ENSG00000118058|ENSG00000119042|ENSG00000125675|ENSG00000125835|ENSG00000126012|ENSG00000132549|ENSG00000134323|ENSG00000136280|ENSG00000141627|ENSG00000143183|ENSG00000143473|ENSG00000147852|ENSG00000150995|ENSG00000151148|ENSG00000152217|ENSG00000156471|ENSG00000158290|ENSG00000158352|ENSG00000167716|ENSG00000169057|ENSG00000169607|ENSG00000172534|ENSG00000172943|ENSG00000178538|ENSG00000189221|ENSG00000196628|ENSG00000281813
OMIM:224100	ENSG00000101310|ENSG00000101577|ENSG00000105610|ENSG00000131055|ENSG00000140326|ENSG00000186073
OMIM:224120	ENSG00000101310|ENSG00000101577|ENSG00000105610|ENSG00000131055|ENSG00000140326|ENSG00000186073
OMIM:224230	ENSG00000092330|ENSG00000130826|ENSG00000141499|ENSG00000164362|ENSG00000182117|ENSG00000258366|ENSG00000270141
OMIM:224410	ENSG00000068078|ENSG00000106128|ENSG00000140718|ENSG00000142798|ENSG00000143178|ENSG00000175426|ENSG00000259384
OMIM:224690	ENSG00000085840|ENSG00000091651|ENSG00000094804|ENSG00000115947|ENSG00000167513
OMIM:224750	ENSG00000135925|ENSG00000148606|ENSG00000158813|ENSG00000163132|ENSG00000164690|ENSG00000168646|ENSG00000198807
OMIM:224900	ENSG00000073009|ENSG00000135960|ENSG00000158813|ENSG00000269335
OMIM:225200	ENSG00000143382
OMIM:225250	ENSG00000009765|ENSG00000105641|ENSG00000107249|ENSG00000115705|ENSG00000125618|ENSG00000126351|ENSG00000134200|ENSG00000136352|ENSG00000140274|ENSG00000140279|ENSG00000165409|ENSG00000183072
OMIM:225280	ENSG00000062038|ENSG00000068078|ENSG00000081277|ENSG00000091409|ENSG00000100906|ENSG00000121742|ENSG00000121879|ENSG00000132470|ENSG00000133703|ENSG00000135443|ENSG00000135925|ENSG00000165733|ENSG00000174775|ENSG00000186847|ENSG00000213281|ENSG00000269335|ENSG00000276536
OMIM:225300	ENSG00000073282|ENSG00000105983|ENSG00000106031|ENSG00000108379|ENSG00000128710|ENSG00000136068|ENSG00000154764|ENSG00000156150|ENSG00000169071|ENSG00000169884|ENSG00000173218|ENSG00000196468
OMIM:225320	ENSG00000027847|ENSG00000083444|ENSG00000087116|ENSG00000108821|ENSG00000164692|ENSG00000165915|ENSG00000229353|ENSG00000233323
OMIM:225400	ENSG00000027847|ENSG00000083444|ENSG00000087116|ENSG00000108821|ENSG00000164692|ENSG00000165915|ENSG00000229353|ENSG00000233323
OMIM:225410	ENSG00000027847|ENSG00000083444|ENSG00000087116|ENSG00000108821|ENSG00000164692|ENSG00000165915|ENSG00000229353|ENSG00000233323
OMIM:225500	ENSG00000072840|ENSG00000173040
OMIM:225750	ENSG00000101347|ENSG00000104889|ENSG00000115267|ENSG00000136104|ENSG00000160710|ENSG00000172922|ENSG00000213689
OMIM:225753	ENSG00000182173
OMIM:225790	ENSG00000072864|ENSG00000119686
OMIM:226200	ENSG00000005381|ENSG00000007933|ENSG00000073578|ENSG00000091483|ENSG00000100075|ENSG00000101981|ENSG00000102144|ENSG00000103150|ENSG00000111716|ENSG00000116984|ENSG00000125741|ENSG00000125877|ENSG00000138109|ENSG00000138796|ENSG00000147224|ENSG00000147647|ENSG00000148090|ENSG00000154646|ENSG00000160282|ENSG00000165471|ENSG00000165841|ENSG00000166710|ENSG00000167397|ENSG00000167642|ENSG00000176715|ENSG00000204370|ENSG00000205138|ENSG00000239900|ENSG00000255974|ENSG00000273686|ENSG00000280905
OMIM:226400	ENSG00000141524|ENSG00000167895
OMIM:226600	ENSG00000114270|ENSG00000196611
OMIM:226650	ENSG00000053747|ENSG00000058085|ENSG00000065618|ENSG00000132470|ENSG00000196878
OMIM:226670	ENSG00000132470|ENSG00000151914|ENSG00000178209|ENSG00000186081|ENSG00000186847|ENSG00000261109
OMIM:226700	ENSG00000053747|ENSG00000058085|ENSG00000065618|ENSG00000132470|ENSG00000196878
OMIM:226730	ENSG00000062038|ENSG00000068078|ENSG00000081277|ENSG00000091409|ENSG00000100906|ENSG00000121742|ENSG00000121879|ENSG00000132470|ENSG00000133703|ENSG00000135443|ENSG00000135925|ENSG00000165733|ENSG00000174775|ENSG00000186847|ENSG00000213281|ENSG00000269335|ENSG00000276536
OMIM:226750	ENSG00000064195|ENSG00000067836|ENSG00000108950|ENSG00000125363|ENSG00000132464|ENSG00000137674|ENSG00000140090|ENSG00000166415|ENSG00000167749|ENSG00000174792|ENSG00000180921|ENSG00000196878|ENSG00000273889
OMIM:226900	ENSG00000049089|ENSG00000059377|ENSG00000077782|ENSG00000079616|ENSG00000092758|ENSG00000100985|ENSG00000105664|ENSG00000109705|ENSG00000111199|ENSG00000112280|ENSG00000132031|ENSG00000137601|ENSG00000139219|ENSG00000142798|ENSG00000143387|ENSG00000143815|ENSG00000155850|ENSG00000157766|ENSG00000160801|ENSG00000161217|ENSG00000162337|ENSG00000162733|ENSG00000165458|ENSG00000167941|ENSG00000176022|ENSG00000185960|ENSG00000196365|ENSG00000196459|ENSG00000196924|ENSG00000206290|ENSG00000217930|ENSG00000235708|ENSG00000269900
OMIM:226980	ENSG00000049768|ENSG00000089127|ENSG00000134242|ENSG00000134460|ENSG00000135100|ENSG00000160791|ENSG00000163599|ENSG00000172071|ENSG00000177688|ENSG00000254647
OMIM:227240	ENSG00000049130|ENSG00000101440|ENSG00000104055|ENSG00000107165|ENSG00000115648|ENSG00000137265|ENSG00000140090|ENSG00000162341|ENSG00000166068|ENSG00000188467|ENSG00000281919
OMIM:227260	ENSG00000102312|ENSG00000233608
OMIM:227300	ENSG00000074695|ENSG00000122861|ENSG00000198734
OMIM:227400	ENSG00000074695|ENSG00000122861|ENSG00000198734
OMIM:227500	ENSG00000057593
OMIM:227645	ENSG00000083093|ENSG00000108384|ENSG00000112039|ENSG00000115392|ENSG00000136492|ENSG00000139618|ENSG00000140525|ENSG00000144554|ENSG00000158169|ENSG00000175595|ENSG00000181544|ENSG00000183161|ENSG00000187741|ENSG00000188827|ENSG00000221829
OMIM:227646	ENSG00000083093|ENSG00000108384|ENSG00000112039|ENSG00000115392|ENSG00000136492|ENSG00000139618|ENSG00000140525|ENSG00000144554|ENSG00000158169|ENSG00000175595|ENSG00000181544|ENSG00000183161|ENSG00000187741|ENSG00000188827|ENSG00000221829
OMIM:227650	ENSG00000083093|ENSG00000108384|ENSG00000112039|ENSG00000115392|ENSG00000136492|ENSG00000139618|ENSG00000140525|ENSG00000144554|ENSG00000158169|ENSG00000175595|ENSG00000181544|ENSG00000183161|ENSG00000187741|ENSG00000188827|ENSG00000221829
OMIM:227810	ENSG00000113790|ENSG00000131183|ENSG00000163581
OMIM:228000	ENSG00000104763
OMIM:228300	ENSG00000104826
OMIM:228550	ENSG00000113721
OMIM:228600	ENSG00000012174|ENSG00000067182|ENSG00000087460|ENSG00000118402|ENSG00000121552|ENSG00000132963|ENSG00000136689|ENSG00000142405|ENSG00000156052|ENSG00000162711|ENSG00000163104|ENSG00000163297|ENSG00000166147|ENSG00000172867|ENSG00000203782
OMIM:228900	ENSG00000125965
OMIM:228930	ENSG00000073282|ENSG00000105983|ENSG00000106031|ENSG00000108379|ENSG00000128710|ENSG00000136068|ENSG00000154764|ENSG00000156150|ENSG00000169071|ENSG00000169884|ENSG00000173218|ENSG00000196468
OMIM:228960	ENSG00000113889|ENSG00000164344|ENSG00000177119
OMIM:228980	ENSG00000127472|ENSG00000213689
OMIM:229050	ENSG00000076351|ENSG00000119888|ENSG00000122859|ENSG00000138075|ENSG00000143921
OMIM:229070	ENSG00000131808
OMIM:229100	ENSG00000005381|ENSG00000007933|ENSG00000073578|ENSG00000091483|ENSG00000100075|ENSG00000101981|ENSG00000102144|ENSG00000103150|ENSG00000111716|ENSG00000116984|ENSG00000125741|ENSG00000125877|ENSG00000138109|ENSG00000138796|ENSG00000147224|ENSG00000147647|ENSG00000148090|ENSG00000154646|ENSG00000160282|ENSG00000165471|ENSG00000165841|ENSG00000166710|ENSG00000167397|ENSG00000167642|ENSG00000176715|ENSG00000204370|ENSG00000205138|ENSG00000239900|ENSG00000255974|ENSG00000273686|ENSG00000280905
OMIM:229200	ENSG00000225614
OMIM:229300	ENSG00000165060
