146	0|102|133|134|143|197|224|1505|8485|11134|14312|15885|15889|22537|22538
147	0|102|133|134|143|146|197|224|1505|1985|7297|8448|8485|8965|10317|11134|12707|12716|12717|12718|12843|14312|15885|15889|18794|22378|22537|22538
148	0|102|133|134|137|143|197|224|558|1505|6995|7994|9286|11134|11486|14209|14312|15885|15888|15889|22537|22538
149	0|102|133|134|143|150|197|224|1505|10784|11134|14312|15885|15889|22537|22538
150	0|102|133|134|143|197|224|1505|11134|14312|15885|15889|22537|22538
151	0|102|133|134|143|150|173|197|224|1505|7995|10785|11134|11486|14312|14322|15885|15888|15889|22537|22538
152	0|102|133|134|143|150|151|159|173|197|224|1505|7995|10784|10785|11117|11118|11134|11486|14312|14322|15885|15888|15889|18422|22537|22538
153	0|102|133|134|139|197|224|1505|11134|14312|15885|15889|22537|22538|22582
154	0|102|133|134|139|197|224|1505|11134|14312|15885|15889|22537|22538|22582
155	0|102|133|134|139|154|197|224|1505|9119|11134|14312|14335|15885|15889|22537|22538|22582
156	0|102|133|134|137|143|197|224|558|1505|9286|11134|11486|14209|14312|15885|15888|15889|22537|22538
157	0|102|133|134|137|143|197|224|558|1505|9286|11134|11486|14209|14312|15885|15888|15889|22537|22538
158	0|102|133|134|137|143|157|197|224|558|1505|9286|11134|11486|14209|14312|15885|15888|15889|22537|22538
159	0|102|133|134|143|150|151|173|197|224|1505|7995|10784|10785|11117|11134|11486|14312|14322|15885|15888|15889|22537|22538
160	0|102|133|134|143|197|224|733|1505|4379|7994|8496|11134|14312|15885|15889|22537|22538
161	0|102|133|134|139|153|197|224|1505|7994|11134|14312|15885|15889|22537|22538|22582|32654
162	0|102|133|134|143|150|197|224|1505|6990|7994|10785|11134|11486|14312|14322|14331|15885|15888|15889|22537|22538
163	0|102|133|134|137|143|197|224|558|1505|8485|9286|11134|11486|14209|14312|15885|15888|15889|22537|22538
164	0|102|133|134|137|143|163|197|224|558|1505|8485|9286|11134|11486|14209|14312|15885|15888|15889|22537|22538
165	0|102|133|134|143|149|150|197|224|1505|10784|11134|14312|15885|15889|22537|22538
166	0|102|133|134|197|224|1505|7995|11134|14312|15885|15889|22537|22538|22582|23409|32028
167	0|102|133|134|139|154|197|224|753|1182|1505|8012|10342|10344|10351|11134|14312|14335|15885|15889|22537|22538|22582
168	0|102|133|134|143|197|224|1505|6986|11134|11486|12840|14312|15885|15886|15888|15889|21851|21865|22537|22538
169	0|102|133|134|143|168|197|224|1505|6986|11134|11486|12840|14312|15885|15886|15888|15889|21851|21865|22537|22538
170	0|102|133|134|137|143|197|224|558|1505|9286|11134|11486|14209|14312|15885|15888|15889|22537|22538
171	0|102|133|134|137|143|163|197|224|558|1505|7994|8485|9286|11134|11486|14209|14312|15885|15888|15889|22537|22538
172	0|102|133|134|137|142|143|150|151|173|197|224|230|277|558|733|737|1505|2009|5901|5902|5904|5906|5907|7994|7995|8476|8496|9286|10785|11134|11479|11482|11486|12805|14209|14312|14322|15790|15885|15888|15889|15894|15896|16001|22537|22538|23552|29677
173	0|102|133|134|197|224|1505|11134|14312|15885|15889|22537|22538
174	0|102|133|134|139|153|173|197|224|1505|7995|11134|14312|14335|14337|15885|15889|21012|22537|22538|22582
175	0|102|133|134|197|224|1505|7995|11134|14312|15885|15889|22537|22538
176	0|102|133|134|137|143|197|224|558|1505|9286|11134|11486|14209|14312|15885|15888|15889|22537|22538
177	0|102|133|134|197|224|1505|7995|11134|14312|15885|15889|22537|22538|22582|23409|32028
178	0|102|133|197|224|230|733|737|1505|5906|8476|8496|11134|12805|15885|15889|15896|16001|22537|22538
179	0|102|133|134|143|146|197|224|1505|7994|8485|11134|14312|15885|15889|22537|22538
180	0|102|133|134|139|143|193|197|224|753|802|1182|1217|1505|2237|7687|7934|8011|8460|8485|10642|11134|11314|12406|14312|14335|15880|15885|15889|15891|16073|22537|22538|22582
181	0|102|133|134|139|153|197|224|1505|7996|9119|11134|14312|14335|15885|15889|22537|22538|22582
182	0|102|133|134|143|160|197|224|254|265|733|737|1505|4379|5906|7994|8476|8496|11134|12805|14312|15885|15889|15896|16001|22537|22538
183	0|102|133|134|143|197|224|1450|1505|7694|8986|10801|11134|11486|11523|11527|12433|12434|12841|14312|14314|15823|15885|15886|15888|15889|21864|21866|22537|22538|22582|23409
184	0|102|133|134|143|150|197|224|1505|7994|11134|11486|14312|14322|15885|15888|15889|22537|22538
185	0|102|133|134|139|153|196|197|224|1505|7994|7996|11134|14312|14335|15885|15889|22537|22538|22582|32654
186	0|102|133|134|143|150|197|224|1505|10784|11134|14312|15885|15889|22537|22538
187	0|102|133|134|137|143|197|224|558|1505|9286|11134|11486|14209|14312|15885|15888|15889|22537|22538
188	0|102|133|134|143|146|197|224|753|762|855|1182|1505|7780|8011|8024|8485|11134|12127|12145|14312|15885|15889|19274|22537|22538|22582|27138|27183
189	0|102|133|134|137|143|197|224|558|1505|9285|9286|11134|11486|14209|14312|15885|15888|15889|22537|22538
190	0|102|133|134|137|143|189|197|224|558|1505|9285|9286|11134|11486|14209|14312|15885|15888|15889|22537|22538
191	0|102|133|134|143|146|197|224|1395|1415|1505|8485|11134|14312|15885|15889|22537|22538
192	0|102|133|134|137|143|193|197|224|558|753|802|1182|1217|1505|2237|7687|7934|8011|8460|8485|9286|10642|11134|11314|11486|12406|14209|14312|15880|15885|15888|15889|15891|16073|22537|22538
193	0|102|133|134|143|197|224|753|802|1182|1217|1505|2237|7687|7934|8011|8460|8485|10642|11134|11314|12406|14312|15880|15885|15889|15891|16073|22537|22538
194	0|102|133|134|143|146|197|224|1505|8485|11134|14312|15885|15889|22537|22538
195	0|102|133|134|139|154|197|224|1505|9120|11134|14312|15885|15889|22537|22538|22582
196	0|102|133|134|139|197|224|1505|11134|14312|14335|15885|15889|22537|22538|22582
197	0|102|133|11134|15885|22537
198	0|102|133|197|224|733|737|1505|2001|5906|8496|11134|12805|15885|15889|15896|16001|22537|22538
199	0|102|133|197|198|224|733|737|1505|2001|5906|7985|8496|11134|12805|15885|15889|15896|16001|22537|22538
200	0|102|133|197|198|199|224|733|737|1505|2001|3846|5906|7985|8496|11134|12805|15885|15889|15896|16001|22537|22538
201	0|102|558|1513|1600|2177|9092|9286|11134|11780|11867|12868|14209|14418|22537|22538
202	0|102|133|197|198|224|733|737|1505|2001|5906|7985|8496|11134|12805|15885|15889|15896|16001|22537|22538
203	0|102|133|197|224|733|737|1505|5906|8496|11134|12805|15885|15889|15896|16001|22537|22538
204	0|102|133|197|224|733|737|1505|1973|2001|2013|5906|8496|11134|12805|15885|15889|15896|16001|22537|22538
205	0|102|133|197|224|733|737|1505|1973|2001|5906|8496|11134|12805|15885|15889|15896|16001|22537|22538|23119|24111|24805
206	0|102|133|197|203|209|211|216|224|558|733|737|1505|1513|1553|1973|2001|2215|4869|5906|8496|9092|9286|10612|11134|12805|14209|15885|15889|15896|16001|19993|19994|22537|22538|22714|22886|23119|24111|24219|26483|34372
207	0|102|133|197|224|733|737|1505|5906|8476|8496|11134|12805|15885|15889|15896|16001|22537|22538
208	0|102|133|197|207|224|733|737|1505|2024|5906|7642|8476|8496|9294|9296|11134|12805|12817|13062|15885|15889|15893|15894|15896|16001|22537|22538
209	0|102|133|197|203|211|224|558|733|737|1505|1513|1553|1973|2001|2215|4869|5906|8496|9092|9286|10612|11134|12805|14209|15885|15889|15896|16001|19993|19994|22537|22538|22714|22886|23119|24111|24219|26483|34372
210	0|102|133|197|224|733|737|1505|2001|2017|2472|2617|3128|3144|5906|7664|8496|11134|12805|15885|15889|15896|16001|22537|22538|33969
211	0|102|133|197|203|224|558|733|737|1505|1513|1553|2215|4869|5906|8496|9092|9286|10612|11134|12805|14209|15885|15889|15896|16001|19994|22537|22538|22714|22886|23119|24111|26483|34372
212	0|102|133|197|203|211|224|558|733|737|1505|1513|1553|2215|4869|5906|8496|9092|9286|10612|11134|12805|14209|15885|15889|15896|16001|19994|22537|22538|22714|22886|23119|24111|26483|34372
213	0|102|133|197|207|208|224|733|737|1505|2024|5906|7642|8476|8496|9294|9296|11134|12805|12817|13062|15885|15889|15893|15894|15896|16001|22537|22538
214	0|102|133|197|203|224|733|737|1505|5906|8496|11134|12805|15885|15889|15896|16001|19994|22537|22538|23119|24111|26483
215	0|102|133|197|198|199|202|224|733|737|1505|2001|5906|7985|8496|11134|11191|11200|12802|12805|15885|15889|15896|16001|22537|22538
216	0|102|133|197|224|733|737|1505|1973|2001|5906|8496|11134|12805|15885|15889|15896|16001|22537|22538
217	0|102|133|197|216|224|733|737|1505|1973|2001|5906|8496|11134|12805|15885|15889|15896|16001|22537|22538
218	0|102|133|197|224|733|737|1505|5906|6624|8496|11134|12805|15885|15889|15896|16001|22537|22538
219	0|102|133|197|218|224|733|737|1505|5906|6624|8496|11134|12805|15885|15889|15896|16001|22537|22538
220	0|102|133|197|224|733|737|1505|1973|2001|5906|8496|11134|12805|15885|15889|15896|16001|22537|22538
221	0|102|133|197|203|214|224|733|737|1505|1973|2001|5906|8496|11134|12805|15885|15889|15896|16001|19994|22537|22538|23119|24111|26483
222	0|102|133|197|224|733|737|1505|1973|2001|5906|7875|8496|11134|12805|15885|15889|15896|16001|22537|22538
223	0|102|133|197|198|224|733|737|1053|1505|2001|5906|7985|7986|8496|11134|12805|15885|15889|15896|16001|22537|22538
224	0|102|133|197|11134|15885|22537
225	0|102|133|197|224|254|733|737|1505|2009|3888|5906|8476|8496|9018|11134|12805|14312|15885|15889|15896|16001|22537|22538
226	0|102|133|197|224|3746|3762|11134|15885|22537
227	0|102|133|197|224|1505|11134|15885|15889|22537|22538
228	0|102|133|197|224|227|1505|11134|15885|15889|22537|22538
229	0|102|133|197|224|1505|10777|11134|15885|15889|22537|22538
230	0|102|133|197|224|733|737|1505|5906|8476|8496|11134|12805|15885|15889|15896|16001|22537|22538
231	0|102|133|134|197|224|230|733|737|1505|2472|2617|5906|8476|8496|8502|8636|11134|11479|11486|12371|12805|13881|14312|15790|15885|15888|15889|15894|15896|16001|22537|22538
232	0|102|133|197|224|1505|11134|15885|15889|22537|22538
233	0|102|133|197|224|769|1450|1505|7694|8455|8986|11134|15885|15889|22537|22538
234	0|102|133|197|224|1505|10777|11134|15885|15889|22537|22538
235	0|102|133|197|224|11134|15885|22537|22538
236	0|102|133|197|224|235|256|365|379|476|558|9021|9286|11134|14209|15885|15897|22537|22538|22883|28052
237	0|102|133|197|224|241|2617|5909|8455|11134|15883|15885|22537|22538
238	0|102|133|134|197|224|1505|11134|14312|15885|15889|22537|22538
239	0|102|133|134|139|153|197|224|238|1505|7994|11134|14312|15885|15889|22537|22538|22582
240	0|102|133|197|224|11134|15885|22537
241	0|102|133|197|224|2617|5909|8455|11134|15883|15885|22537|22538
242	0|102|133|197|224|241|2617|5795|5909|8455|9942|11134|15883|15885|22537|22538|24061|33768
243	0|102|133|197|224|254|3213|11134|15885|22537|22538
244	0|102|133|197|224|240|470|1182|1195|1474|6309|7396|7797|8018|10114|11134|15885|22537|22538
245	0|102|133|197|224|1505|11134|15885|15889|22537|22538
246	0|102|133|197|224|249|974|2237|2760|8455|8460|11134|15880|15885|16098|22537|22538
247	0|102|133|197|224|3333|3762|11134|15885|22537
248	0|102|133|197|224|1505|11134|15885|15889|22537|22538
249	0|102|133|197|224|2237|8455|11134|15885|22537
250	0|102|133|134|197|224|230|251|733|737|1505|5906|8476|8496|11134|11479|11486|12805|13881|14312|15790|15885|15888|15889|15894|15896|16001|22537|22538
251	0|102|133|197|224|11134|15885|22537
252	0|102|133|197|224|251|11134|15885|22537|22538
253	0|102|133|134|197|224|230|231|277|733|737|1505|2009|2472|2617|5901|5902|5904|5906|5907|7994|8476|8496|8502|8636|11134|11479|11482|11486|12371|12805|13881|14312|15790|15885|15888|15889|15894|15896|16001|22537|22538|23552|29677
254	0|102|133|197|224|11134|15885|22537|22538
255	0|102|133|197|224|1505|11134|15885|15889|22537|22538
256	0|102|133|197|224|11134|15885|22537
257	0|102|133|197|224|235|256|365|558|9021|9023|9286|10921|11134|12190|14209|15885|15897|22537|22538|22883|28052
258	0|102|133|197|224|249|558|559|1812|2237|8455|9285|10100|11134|12758|14082|14209|15885|15892|22537|22736
259	0|102|133|134|139|153|197|224|238|1505|7995|11134|14312|15885|15889|22537|22538|22582
260	0|102|133|197|224|1505|11134|15885|15889|22537|22538
261	0|102|133|197|224|1505|11134|15885|15889|22537|22538
262	0|102|133|134|139|153|197|224|238|1505|7994|11134|14312|15885|15889|22537|22538|22582
263	0|102|133|197|224|1505|11134|15885|15889|22537|22538
264	0|102|133|197|224|1505|11134|14312|15885|15889|22537|22538
265	0|102|133|197|224|254|733|737|1505|5906|8476|8496|11134|12805|15885|15889|15896|16001|22537|22538
266	0|102|133|134|197|224|254|265|733|737|1505|2009|5901|5902|5903|5906|5907|7994|8476|8496|11134|11479|11480|12805|14312|15790|15885|15889|15894|15896|16001|22537|22538|23553|29677
267	0|102|133|197|224|753|817|1182|1217|1932|1985|5338|8449|8455|10788|11134|12707|12717|12718|12843|15885|15891|18794|22378|22537|22538
268	0|102|133|197|224|251|11134|15885|22537|22538
269	0|102|133|197|224|256|10603|11134|15885|22537
270	0|102|133|197|224|240|1508|11134|15885|22537|22538
271	0|102|133|197|224|249|2237|3333|3762|8455|11134|15885|22537
272	0|102|133|197|224|232|1505|11134|15885|15889|22537|22538
273	0|102|133|197|224|240|11134|15885|22537|22538
274	0|102|133|197|224|240|280|11134|15885|22537|22538
275	0|102|133|134|139|153|197|224|238|1505|7994|11134|14312|15885|15889|22537|22538|22582
276	0|102|133|134|175|197|224|1505|7995|11134|14312|15885|15889|22537|22538
277	0|102|133|134|197|224|230|733|737|1505|2009|5901|5902|5904|5906|5907|7994|8476|8496|11134|11479|11482|12805|14312|15790|15885|15889|15894|15896|16001|22537|22538|23552|29677
278	0|102|133|197|224|240|1508|11134|15885|22537|22538
279	0|102|133|197|224|240|470|1182|1195|1474|6309|6603|7396|7797|8018|10114|11134|15885|22537|22538
280	0|102|133|197|224|240|11134|15885|22537|22538
281	0|102|469|22537
282	0|102|133|197|281|469|558|11134|15885|22537|22538
283	0|102|133|197|224|281|282|469|558|1505|9286|11134|11149|12793|12850|14209|14286|15884|15885|15889|22537|22538
284	0|102|469|22537
285	0|102|289|469|11134|12675|14209|14435|15884|22537
286	0|102|285|289|469|558|602|645|1985|1989|2131|3169|5655|8449|9286|10085|10631|10695|11134|12675|14209|14435|15884|22537|22538|22646|31752
287	0|102|133|197|224|284|294|469|558|733|737|1505|3234|5649|5654|5906|6624|8046|8496|9286|11134|12793|12805|14209|14838|15638|15884|15885|15889|15896|16001|22537|22538
288	0|102|133|197|224|281|299|469|558|1505|9286|11134|12793|12850|14209|15884|15885|15889|22537|22538
289	0|102|469|22537
290	0|102|289|469|11134|12675|14209|14435|15884|22537
291	0|102|133|197|224|11134|15885|22537
292	0|102|133|197|224|281|282|283|293|469|558|1505|9286|11134|11149|12793|12850|14209|14286|15884|15885|15889|22537|22538
293	0|102|133|197|281|282|469|558|11134|15885|22537|22538
294	0|102|469|22537
295	0|102|133|197|294|306|469|558|11134|15885|22537|22538
296	0|102|281|469|22537
297	0|102|284|469|558|8046|9286|11134|12793|14209|15884|22537
298	0|102|133|197|224|284|297|469|558|733|737|1505|1973|2001|5628|5906|6624|8029|8046|8496|9286|11134|12793|12805|14209|15884|15885|15889|15896|16001|22537|22538
299	0|102|133|197|224|281|469|558|1505|9286|11134|12793|12850|14209|15884|15885|15889|22537|22538
300	0|102|133|197|224|281|299|469|558|1505|9286|11134|12793|12850|14209|15884|15885|15889|22537|22538
301	0|102|133|197|224|294|469|558|733|1505|3234|5649|5654|5906|8496|9286|11134|12793|12805|14209|15638|15884|15885|15889|15896|16001|22537|22538
302	0|102|281|469|22537
303	0|102|281|302|469|753|1182|7294|8012|22537|22538
304	0|102|133|197|224|281|288|299|469|558|1505|6619|9286|11134|12793|12850|14209|15884|15885|15889|22537|22538
