GENE_ID	CONDITION_ID
13309	30681
13317	30304|30719
13333	29153|29272|29791
13357	28341
1336	31553
13360	26321
13362	28797
13364	25391
13370	31763
13375	29392|29463|30521
13379	31732
13384	29981
13385	30349
13389	28980
1339	31584
13391	26649|31331
1340	31962
13407	31561
13414	26674
13417	30960
13421	27534
13422	31703
13423	28214
13425	32113
13426	28837
13436	32158
13438	26276
1344	25677|29847
13441	27676
13452	30611
13456	27830
13459	25304
1346	28222
13461	31455|31968
13472	31347
13476	29434
13478	25520|30693
1348	28117
13485	27015
13489	31641
13496	27046|28069|29966
13500	30026
13502	31396
13505	25437|26851
13509	28188|28332
13522	28424
13529	30765|32269
13537	28702|29927
13540	29556|30810
13548	28127
13549	30403|31707
13552	32125|32126
13555	25243|26522|27962|29355|29573|30203|31019
13566	26974
1357	24883|26620|29007|29435
13573	30735
13576	26167
1359	30260
13607	31735
13608	29459
13609	31658
13610	27855
13611	28569
13613	26067
13614	30340
13620	31192
13623	30267
13634	30439|31081
13644	30530
13649	24987|26416|26886|27033|31075|31078
1365	28311
13652	27604
13654	27657
1366	24849|25240|25703|26018|26479|30460|31519
13664	29143
13666	26896
13670	31604
13675	32130
13678	27216
13686	28137
13693	27779
13694	31346
13698	27385
13709	31991
1371	26508
13723	32133
13725	31585
13732	30667
13746	26356|26382|26390|26392|30138
13750	26038
13755	30297
13757	31965
13764	32090
13765	25087|26184|27685|29822
13766	25015|29765
1377	26738
13771	30535
13789	24985|25074|27962|28870|28872|29170|29171|29682|30874
13795	28478
13806	29249|31139
13810	30938
13811	26697
13812	26416|26438|26519|26886
13821	31489
13823	30146
13824	25204
13844	31370
13851	26652
13852	26804
13858	30721|30722|30723
13868	27618|29971|30447
13885	30302|31118
13894	26958
13898	31728
1390	30475|32173
13903	28326|28440|28507
13905	25944
13910	28180
13919	31611
1392	30407|31636
13920	27602
1393	28980
13935	31780
13937	28630|28631
13943	29488|30490
13948	25489|25841|26553|26556|27612|29761
1396	31643
13961	31698
13962	31639
13963	30081
13965	28453
13969	31854
13981	32195
13989	31838
14	26055|26766|26937|28057
14003	26608
14006	25792|26201|27157|27667
14020	26214
14022	31570
14025	28026
14027	26930|28087
14028	26038|26067|26780|28692|29527
14032	31005
1404	30600
14043	31649
14044	27601
14046	26131
14048	31923
14053	30666
14054	31509
14055	31668
14069	25037
14106	31188
14108	32131
14110	30893
14111	28199
14124	31422|31815
14125	27227
14128	25001|29307|30075
14134	25304
14135	25328|27466|28227
14137	31443
14140	28318
14141	30612
14145	29503
14150	30475
14152	31610
14155	25405|25406|25409|25411|26245|28848|29843
14158	28682
14160	30136
14165	25431|31020|31858
14168	30731
1417	30379
14171	29518
14174	31301|31302
14191	29666
14192	25529|27325
14193	29178
14198	25073|29536|29800
14206	31513
14207	25218
14217	29603
14220	32002
14223	30490
14229	24845|25943|29465
14242	31687
14244	29638|30475
14246	29595
1425	32168
14250	24948|29982
14252	30692
14260	31592
14261	26041|30459
14264	25294|25405|25406|25409|25924|28848
14266	28048|29308
14269	26110|28730|28867
14271	28055
14273	30055
14288	29766
14291	26663
14293	29128|29613
14296	24989
14297	25762
143	28047|28050|29056
14300	24883|24884|26545|31085
14307	29582
1431	31754
14323	30491
14325	25024|27410
14327	29689
14328	25427
14330	31419
14331	25088|25431|25865
14338	25304|29016|29361|30038|31915
14339	26156|26247|27888|29531|30193|31119
1434	28202
14345	27842
14346	31315
14347	29000|29680|31575
14350	27576
14356	31828
1436	29151
14366	27734
14367	31424
14373	32227
14374	30474
14376	30131
14377	27096
14378	29895
14387	26782
1439	31287
14394	29636
1441	25913|29380|31472
14414	28309
14419	25920|27594
14426	29714
14427	29117
1443	29161
14430	28365
14431	31373
14432	28389|28391
14433	31304
14449	25088
14476	28406
14479	29660
14480	25072
14486	31863
14490	25559|29191|30856
14497	26642
14500	31494
14505	28007
14509	25030
14515	27780
14516	28280
14529	28984
14539	30844
14545	31134
14547	29447
14549	25430|26952|30373
14552	28544
14558	25649
14574	27638|31963
14575	31634
14578	28866
1458	29207
14583	30904
1459	28918
14599	28237
146	30868
14600	29733
1462	28339
14623	25430
14630	31030|31284
14631	30475|31565
14635	30830
14648	31566|31777
1465	25475
14651	29928
14656	29986|29987
14661	25132|25644|27591
14668	30527
14676	28849
14677	32229
1468	30241
14683	28190|28206
14686	30771
14692	28749
14704	25304
1471	26110|28730|29576|30718|30744
14717	30010
1472	25207
14725	28601
14727	28521
14739	31087
14748	32184|32185
14751	30226|32193
14753	25570|30855
14754	29587
14758	29370|29575
14765	27058|29437
14766	24886
14768	30092|30564
14778	30567
14779	31335
14790	25945|25946|26546|28900|29571
14795	31382
14796	27976
14799	28425
1480	26355|30747
14809	27547|27804
14813	24870
14822	31016|31128|32221
14823	24903|27059|27061
14830	28111|28112|28151|28170|28420|28443|28502|28561|28618
14831	26439
1484	31747|31748
14843	28325
1485	25563|26637
14859	25089
14861	25887|30983|31132
14862	31885
14863	29867
14866	31672
14867	25088|32156
1487	27695
14883	26259
14887	30636
14889	31818
1489	30665|31835
14892	32160
14895	25088|29272
14897	30362
14899	26754
149	26944|27602
14912	26796
14916	25599
14919	31126
1493	30620
14934	32068
14939	26693
1494	26091|26443|29027
14942	26837
14948	25958|26617
1495	29242
14950	30907
14951	28334
14955	29915
1496	32251|32252
14960	25304|26692|28984|29089|30577|31551
14961	31836
14962	28055|31150
14963	31840
14964	30558|30559|30912|30913
14977	30631
14986	30575
14988	27468|30033|30185|30186
14991	29983
14994	30832
1500	26982
15000	28210
15008	27505
15015	27150
15022	30350
15024	26947
15031	29473
15040	31092|31263
15048	26570
15057	25021
15059	29552|30073
15060	31788
