GENE	SCORE_UNRANKED_UNPROP	SCORE_UNRANKED_PROP	SCORE_RANKED_PROP	PVALUE
ENSG00000005844	0.0218559819605	0.0138993189968	8753.0	0.327
ENSG00000005882	0.00764489837672	0.0127119243971	8252.0	0.318
ENSG00000005884	0.137745472379	0.0356414576708	13723.0	0.514
ENSG00000005889	0.0112403196693	0.00272495548501	2666.0	0.694
ENSG00000005893	0.153685849303	0.0345164531169	13564.0	0.205
ENSG00000005955	0.0	0.00334663085148	3136.0	0.614
ENSG00000005961	0.105314369195	0.0309191771867	13040.0	0.352
ENSG00000005981	0.00711806589032	0.0248500033709	11881.0	0.831
ENSG00000006007	0.000959385278003	0.0176381498842	10046.0	0.38
ENSG00000006015	0.0	0.0059055231926	4880.0	0.423
ENSG00000006016	0.205824896304	0.028747042307	12680.0	0.354
ENSG00000006042	0.0835208388259	0.0109233340279	7475.0	0.25
ENSG00000006047	0.0113761255787	0.00629845938923	5091.0	0.549
ENSG00000006059	0.0	0.00399597648481	3607.0	0.458
ENSG00000006062	0.0322634999289	0.0351588318385	13652.0	0.512
ENSG00000006071	0.0971032953666	0.0181732594167	10202.0	0.312
ENSG00000006074	0.0	0.00750701846922	5809.0	0.287
ENSG00000006075	0.0	0.0117593552352	7833.0	0.544
ENSG00000006114	0.0	0.0144323837665	8955.0	0.227
ENSG00000006116	0.00491592849195	0.00476943253963	4138.0	0.222
ENSG00000006118	0.0372332707616	0.0533765194412	15187.0	0.686
ENSG00000006125	0.0	0.076145395612	16027.0	0.695
ENSG00000006128	0.00706856313157	0.0167168918349	9740.0	0.869
ENSG00000006194	0.0	0.0142900038707	8897.0	0.539
ENSG00000006210	0.00940362353909	0.0383964969514	14034.0	0.431
ENSG00000006282	0.0	0.00655908956271	5254.0	0.353
ENSG00000006283	0.0192852201798	0.00475421415908	4126.0	0.328
ENSG00000006327	0.0273786257236	0.0124581774665	8137.0	0.275
ENSG00000006377	0.0686785815638	0.00850852117761	6317.0	0.444
ENSG00000006432	5.16667106482e-06	0.00246618018673	2385.0	0.771
ENSG00000006451	0.00357883461107	0.0527030561567	15154.0	0.231
ENSG00000006453	0.0	0.0231175054981	11499.0	0.267
ENSG00000006459	0.0267590092487	0.0267590092487	12285.0	0.793
ENSG00000006468	0.0319480372766	0.0259776293957	12129.0	0.194
ENSG00000006530	0.0	0.0171351010472	9868.0	0.364
ENSG00000006534	0.0158831310029	0.0284271019822	12615.0	0.181
ENSG00000006576	0.0	0.00199527257322	2070.0	0.414
ENSG00000006606	0.0	0.00307387146935	2916.0	0.398
ENSG00000006607	0.0123983709894	0.00715462623364	5604.0	0.625
ENSG00000006611	0.113668138522	0.0451398805081	14645.0	0.373
ENSG00000006625	0.0	0.00689356001086	5467.0	0.372
ENSG00000006634	5.15535803749e-06	0.0173188175134	9936.0	0.491
ENSG00000006638	0.0562854291541	0.043898786668	14534.0	0.312
ENSG00000006652	0.0239913976104	0.0140526653793	8814.0	0.384
ENSG00000006659	0.0	0.0130847875441	8407.0	0.654
ENSG00000006695	0.214804702096	0.214804702096	17098.0	0.091
ENSG00000006704	0.0566687669273	0.0226324539578	11387.0	0.319
ENSG00000006712	0.0	0.0344948253677	13559.0	0.557
ENSG00000006715	0.00364056470693	0.0260286395264	12142.0	0.244
ENSG00000006740	0.0	0.00334970727511	3139.0	0.426
ENSG00000006744	0.0568260045448	0.0199137695198	10712.0	0.294
ENSG00000006747	0.0	0.0105378359129	7306.0	0.502
ENSG00000006757	0.0	0.00158621374926	1493.0	0.169
ENSG00000006788	0.0	0.0247125855235	11845.0	0.425
ENSG00000006831	0.0264662308706	0.00949700820382	6829.0	0.57
ENSG00000006837	0.0	0.0163176914792	9601.0	0.525
ENSG00000007001	0.0	0.00164880766021	1575.0	0.744
ENSG00000007038	0.0	0.00540302374905	4565.0	0.484
ENSG00000007047	0.030686391721	0.0484761136467	14882.0	0.399
ENSG00000007062	0.0631793892549	0.0138383271203	8721.0	0.325
ENSG00000007080	0.0	0.0124335900575	8130.0	0.448
ENSG00000007129	0.0	0.0545798036085	15241.0	0.634
ENSG00000007168	0.145878622869	0.0538567654133	15210.0	0.202
ENSG00000007171	0.142176470335	0.139796603726	16873.0	0.349
ENSG00000007174	0.0	0.000934925178664	815.0	0.846
ENSG00000007202	0.0	0.00255322479489	2474.0	0.473
ENSG00000007216	0.00235030216541	0.00235030216541	2275.0	0.893
ENSG00000007237	0.0305512408552	0.0260579949726	12149.0	0.418
ENSG00000007255	0.0321242625078	0.0172718232525	9923.0	0.696
ENSG00000007264	0.00102068121338	0.017483964294	9991.0	0.486
ENSG00000007306	0.0	0.00245496787659	2368.0	0.622
ENSG00000007312	0.0739920061622	0.0229242648436	11454.0	0.591
ENSG00000007314	0.151903564616	0.025788600129	12094.0	0.251
ENSG00000007341	0.0	0.00147461810608	1384.5	0.357
ENSG00000007350	0.0168043990569	0.0168043990569	9768.0	0.729
ENSG00000007372	0.142031152342	0.0823237941058	16188.0	0.478
ENSG00000007376	0.0	0.0010140957078	1104.0	0.721
ENSG00000007384	0.0290076419876	0.0058187346244	4824.0	0.303
ENSG00000007392	5.16667106482e-06	0.0805454529112	16154.0	0.391
ENSG00000007402	0.047086096938	0.0164640756003	9648.0	0.261
ENSG00000007516	0.0142936611644	0.00335212325067	3142.0	0.374
ENSG00000007520	0.0	0.0080995710545	6112.0	0.434
ENSG00000007541	0.0	0.0142886707045	8895.0	0.031
ENSG00000007545	0.0285782384684	0.00672522192939	5358.0	0.435
ENSG00000007866	0.0	0.0201344273864	10769.0	0.434
ENSG00000007908	0.0236968959253	0.017436225925	9975.0	0.43
ENSG00000007923	0.0732294438802	0.0411054985742	14295.0	0.248
ENSG00000007933	0.0576809324278	0.0576809324278	15391.0	0.533
ENSG00000007944	0.021485773197	0.0211589912531	11016.0	0.487
ENSG00000007952	0.0246073976406	0.00552461516053	4637.0	0.161
ENSG00000007968	0.0	0.0224410405162	11341.0	0.5
ENSG00000008018	0.0	0.0606943362411	15521.0	0.35
ENSG00000008056	0.0606190891295	0.0530721877911	15170.0	0.515
ENSG00000008083	0.033391844999	0.0201343534553	10768.0	0.516
ENSG00000008086	0.176386337917	0.034801666742	13600.0	0.3
ENSG00000008118	0.00328497386749	0.00373787452535	3464.0	0.818
ENSG00000008128	0.0161083962653	0.0231408229061	11505.0	0.191
ENSG00000008130	0.0	0.0108721923834	7453.0	0.539
ENSG00000008196	0.185420681756	0.0317680127771	13171.0	0.245
ENSG00000008197	0.0181320075799	0.00289860775352	2795.0	0.749
ENSG00000008226	0.001133267964	0.001133267964	1241.0	0.812
ENSG00000008256	0.0	0.0113152788003	7654.0	0.731
ENSG00000008277	0.0567503974022	0.023805888776	11649.0	0.208
ENSG00000008282	0.00585069738028	0.00252585947827	2444.0	0.484
ENSG00000008283	0.0656964769024	0.00976351755946	6961.0	0.544
ENSG00000008294	0.00856140491649	0.0221118210911	11246.0	0.753
ENSG00000008300	0.0313906485628	0.025374023931	12004.0	0.224
ENSG00000008311	0.0968459219888	0.0132068405565	8467.0	0.519
ENSG00000008323	0.0	0.000794093198752	360.0	0.641
ENSG00000008324	0.0	0.00597554985653	4915.0	0.499
ENSG00000008382	0.0	0.00173875772075	1716.0	0.405
ENSG00000008394	0.0	0.0058692244375	4862.0	0.385
ENSG00000008405	0.00111646853637	0.0342978589567	13530.0	0.283
ENSG00000008438	0.0237529882744	0.00576431241882	4780.0	0.635
ENSG00000008441	0.220270603237	0.0377412906486	13964.0	0.411
ENSG00000008513	5.16667106482e-06	0.00163525134278	1552.0	0.193
ENSG00000008516	0.0	0.00382067560874	3503.0	0.462
ENSG00000008517	0.0	0.0138796450708	8737.0	0.751
ENSG00000008710	0.0546546479711	0.0344667312654	13554.0	0.793
ENSG00000008735	0.0207808653314	0.101823108013	16525.0	0.693
ENSG00000008838	0.0401801281401	0.0524023993153	15132.0	0.491
ENSG00000008853	0.0	0.0135001185902	8588.0	0.759
ENSG00000008869	0.0	0.00803388079755	6077.0	0.34
ENSG00000008952	0.0	0.0205817031078	10884.0	0.315
ENSG00000008988	0.0256493077766	0.049058378017	14922.0	0.403
ENSG00000009307	0.0	0.0298497031291	12855.0	0.18
ENSG00000009335	0.0574452325329	0.0268667401214	12308.0	0.457
ENSG00000009413	0.0102245603681	0.0110613157299	7536.0	0.721
ENSG00000009694	0.0	0.00165689466953	1591.0	0.862
ENSG00000009709	0.050474005672	0.0158802850582	9457.0	0.324
ENSG00000009724	0.0306088142949	0.0087346945867	6421.0	0.702
ENSG00000009765	0.0325321101444	0.00585902657191	4855.0	0.861
ENSG00000009780	0.0	0.000961884596869	899.0	0.644
ENSG00000009790	0.0134620745476	0.0297882309688	12850.0	0.422
ENSG00000009830	0.145095765898	0.0281251577686	12560.0	0.255
ENSG00000009844	0.0	0.0276358855537	12455.0	0.062
ENSG00000009950	0.0441781216323	0.00881314055916	6466.0	0.194
ENSG00000009954	0.0485352822684	0.044653104343	14608.0	0.324
ENSG00000010017	0.01876228166	0.108762147165	16630.0	0.543
ENSG00000010030	0.0	0.00749108284555	5802.0	0.521
ENSG00000010072	0.170007261721	0.0891439095098	16320.0	0.576
ENSG00000010165	0.0	0.0137314177278	8681.0	0.425
ENSG00000010219	0.0	0.0145642037509	9008.0	0.382
ENSG00000010244	0.00753347531508	0.0180607077851	10168.0	0.249
ENSG00000010256	0.0	0.0331070177893	13366.0	0.143
ENSG00000010270	0.0	0.00276455187091	2701.0	0.338
ENSG00000010278	0.00237479881914	0.0486931012739	14901.0	0.602
ENSG00000010282	0.0	0.00111409510907	1223.0	0.275
ENSG00000010292	0.0	0.020793361194	10934.0	0.472
ENSG00000010295	0.0	0.00704662714831	5540.0	0.433
ENSG00000010310	0.0149659291561	0.00323927768358	3029.0	0.31
ENSG00000010318	0.0	0.0165202170179	9665.0	0.447
ENSG00000010319	5.16667106482e-06	5.16667106482e-06	88.5	0.572
ENSG00000010322	0.0	0.0107124261557	7385.0	0.63
ENSG00000010327	5.16667106482e-06	0.006047065971	4956.0	0.398
ENSG00000010361	0.14215939238	0.0184674680795	10291.0	0.714
ENSG00000010379	0.00213104811556	0.0011724265845	1261.0	0.62
ENSG00000010404	0.257703715074	0.0995259505326	16489.0	0.319
ENSG00000010438	0.0	0.0134292074053	8563.0	0.244
ENSG00000010539	0.0	0.00382759540287	3508.0	0.437
ENSG00000010610	0.0197367476921	0.0890826443131	16317.0	0.462
ENSG00000010626	0.0	0.000920461479868	779.0	0.451
ENSG00000010671	0.102662890094	0.104389048077	16561.0	0.497
ENSG00000010704	0.0726938504717	0.0134618089966	8572.0	0.459
ENSG00000010803	0.0163471065447	0.0226020982429	11379.0	0.886
ENSG00000010810	0.0212419229078	0.393572803332	17244.0	0.434
ENSG00000010818	0.0185195004244	0.0093366302142	6731.0	0.348
ENSG00000011007	0.045771880377	0.0319811763771	13206.0	0.529
ENSG00000011009	0.0	0.00849838582916	6310.0	0.499
ENSG00000011021	0.0162786321803	0.00423351613871	3768.0	0.486
ENSG00000011028	0.00143315599772	0.0159279845177	9472.0	0.66
ENSG00000011052	0.0	0.00965991387237	6910.0	0.402
ENSG00000011105	0.0	0.00194362875986	2017.0	0.916
ENSG00000011114	0.0	0.00080277994767	392.5	0.352
ENSG00000011132	0.0184947373292	0.0111533828384	7583.0	0.287
ENSG00000011143	0.190438622956	0.0769709531568	16060.0	0.455
ENSG00000011198	0.20895609459	0.0332404199125	13383.0	0.349
ENSG00000011201	0.0942629086289	0.0147377505097	9064.0	0.655
ENSG00000011243	0.0	0.0282603872985	12583.0	0.395
ENSG00000011258	0.0240613570522	0.0124726279397	8142.0	0.701
ENSG00000011260	0.0	0.0132801663028	8507.0	0.527
ENSG00000011275	0.100218156217	0.0270126475298	12349.0	0.61
ENSG00000011295	0.14881105012	0.0417417774481	14349.0	0.223
ENSG00000011304	0.00622012352413	0.0712539910587	15879.0	0.799
ENSG00000011332	0.0	0.00901217438986	6552.0	0.589
ENSG00000011347	0.00734639579508	0.00910819104765	6612.0	0.716
ENSG00000011376	0.00707778775119	0.00514078673055	4416.0	0.715
ENSG00000011405	0.0323281353207	0.043786912263	14524.0	0.371
ENSG00000011422	0.0391409265767	0.143678745623	16900.0	0.116
ENSG00000011426	0.00221051752381	0.116415761989	16699.0	0.628
ENSG00000011451	0.0	0.0442435227724	14565.0	0.346
ENSG00000011454	0.0403067846101	0.0320823985312	13222.0	0.341
ENSG00000011465	0.0746126468493	0.0634349353394	15634.0	0.737
ENSG00000011478	0.0	0.0163194611898	9602.0	0.331
ENSG00000011485	0.0303591207038	0.0482103570459	14864.0	0.182
ENSG00000011523	0.0	0.0063765771765	5136.0	0.464
ENSG00000011566	0.00959477107515	0.0114260042157	7712.0	0.544
ENSG00000011590	0.00562097607745	0.0187761307402	10389.0	0.754
ENSG00000011600	0.13649115823	0.0548729449352	15261.0	0.548
ENSG00000011638	0.0	0.0064009751299	5148.0	0.19
ENSG00000011677	0.0167655394579	0.00535838505438	4539.0	0.49
ENSG00000012048	0.0585125099544	0.461977203269	17257.0	0.356
ENSG00000012061	0.302427407478	0.0525442065779	15143.0	0.149
ENSG00000012124	0.014963081416	0.0188810229401	10420.0	0.453
ENSG00000012171	0.00263323003711	0.00734546896806	5727.0	0.923
ENSG00000012174	0.0972297727964	0.0142200630167	8868.0	0.52
ENSG00000012211	0.0	0.0186881818107	10357.0	0.187
ENSG00000012223	0.0241016514566	0.0302574858762	12930.0	0.339
ENSG00000012232	5.13302781652e-06	0.0169481017282	9810.0	0.202
ENSG00000012504	0.0563248203939	0.0268984600716	12313.0	0.132
ENSG00000012660	0.140388084881	0.0191608417851	10499.0	0.118
ENSG00000012779	0.0579623171193	0.0257410602657	12086.0	0.518
ENSG00000012817	0.0	0.00153067227454	1426.0	0.496
ENSG00000012822	0.0	0.0269023620371	12315.0	0.732
ENSG00000012963	0.0	0.00943141025715	6782.0	0.421
ENSG00000012983	0.00908671834409	0.0159162328676	9470.0	0.401
ENSG00000013016	5.16667106482e-06	0.00385225651495	3522.0	0.431
ENSG00000013275	0.0	0.0622331064405	15587.0	0.214
ENSG00000013288	0.0277135120589	0.00659743696385	5281.0	0.24
ENSG00000013293	0.0715584002114	0.0081083199342	6119.0	0.361
ENSG00000013297	0.0383106131261	0.00608949509475	4978.0	0.611
ENSG00000013306	0.0	0.00263642853224	2586.0	0.381
ENSG00000013364	5.16667106482e-06	0.0654881950924	15708.0	0.252
ENSG00000013374	0.0	0.0201706268978	10777.0	0.418
ENSG00000013375	0.158170072457	0.0221864494071	11265.0	0.664
ENSG00000013392	0.0	0.00170213591621	1654.0	0.467
ENSG00000013441	0.0768705384001	0.0321436754676	13240.0	0.371
ENSG00000013503	0.161474598382	0.0336464979922	13434.0	0.196
ENSG00000013523	0.0107295240678	0.003934418475	3570.0	0.456
ENSG00000013561	0.0	0.0261942504931	12177.0	0.613
ENSG00000013563	0.0196311895173	0.00595712344912	4907.0	0.247
ENSG00000013573	0.184951057439	0.0303292240302	12941.0	0.394
ENSG00000013588	0.0139780508241	0.0108888808581	7461.0	0.185
ENSG00000013619	0.00533742426444	0.00533742426444	4525.0	0.866
ENSG00000013725	0.0	0.00869491697479	6403.0	0.723
ENSG00000013810	0.0210755660578	0.0502422380044	14991.0	0.558
ENSG00000014123	0.0391089897856	0.0257772680748	12092.0	0.12
ENSG00000014138	5.15535803749e-06	0.0351926494526	13659.0	0.461
ENSG00000014164	0.0	0.0863536582161	16273.0	0.201
ENSG00000014216	0.0153342276076	0.0764990719258	16041.0	0.415
ENSG00000014257	0.0243592083822	0.00803027106835	6072.0	0.431
ENSG00000014641	0.000951326488772	0.0173597426163	9950.0	0.161
ENSG00000014824	0.0	0.00825756587182	6214.0	0.303
ENSG00000014914	0.0	0.0010104870485	1096.5	0.354
ENSG00000014919	0.16027666325	0.0308781418835	13035.0	0.12
ENSG00000015133	0.0729368138311	0.0172376454105	9910.0	0.201
ENSG00000015153	0.0	0.030140858247	12910.0	0.459
ENSG00000015171	0.055863809228	0.055863809228	15315.0	0.541
ENSG00000015285	0.0824222630339	0.0767061737353	16045.0	0.576
ENSG00000015413	5.16667106482e-06	0.00237645093337	2296.0	0.59
ENSG00000015475	0.0121968637336	0.0522064674598	15123.0	0.401
ENSG00000015479	0.163181016622	0.153950289321	16950.0	0.08
ENSG00000015520	0.0155696592513	0.00340884181905	3192.0	0.391
ENSG00000015532	0.181223835641	0.027007781378	12347.0	0.414
ENSG00000015568	0.0	0.00831308095311	6246.0	0.391
ENSG00000015592	0.0	0.00261658971717	2563.0	0.252
ENSG00000015676	0.0	0.101298290779	16518.0	0.628
ENSG00000016082	0.022190131944	0.0294624555502	12798.0	0.679
ENSG00000016391	0.00290404673304	0.00318803544214	2988.0	0.84
ENSG00000016402	0.0173040362068	0.00766874349606	5900.0	0.771
ENSG00000016490	0.0177522461711	0.0066123083336	5297.0	0.484
ENSG00000016864	5.16667106482e-06	0.000806188232531	407.0	0.448
ENSG00000017260	0.0887389930537	0.0204214839358	10838.0	0.414
ENSG00000017373	0.0	0.00929492653701	6710.0	0.405
ENSG00000017427	0.198917337737	0.0443686983233	14583.0	0.374
ENSG00000017483	0.0	0.00276373273746	2700.0	0.291
ENSG00000017621	0.0	0.021301923596	11049.0	0.249
ENSG00000017797	0.0090989540586	0.0386249929161	14057.0	0.242
ENSG00000018189	5.15535803749e-06	0.00529189239418	4505.0	0.482
ENSG00000018236	0.226160954562	0.056153176105	15332.0	0.15
ENSG00000018280	0.00296692533474	0.00296692533474	2839.0	0.513
ENSG00000018408	0.0199343243733	0.0374623565365	13938.0	0.852
ENSG00000018510	0.0832462934376	0.0222219504655	11278.0	0.813
ENSG00000018610	0.00382222776524	0.00859755237565	6357.0	0.743
ENSG00000018625	0.128064301262	0.0238906205901	11672.0	0.167
ENSG00000018699	0.0	0.0117013712798	7810.0	0.554
ENSG00000018869	0.0	0.00174328686342	1726.0	0.516
ENSG00000019102	0.0	0.0315126123405	13136.0	0.324
ENSG00000019144	0.0	0.00355847991774	3337.0	0.388
ENSG00000019169	0.0158212959697	0.0100200825474	7083.0	0.444
ENSG00000019186	0.102714802751	0.0115022903795	7745.0	0.679
ENSG00000019505	0.0	0.00115810399715	1260.0	0.595
ENSG00000019549	0.137307558389	0.0300763656078	12905.0	0.619
ENSG00000019582	0.0129748289154	0.0256342052011	12059.0	0.356
ENSG00000019991	0.134516463488	0.0407743015456	14265.0	0.071
ENSG00000019995	5.15254337702e-06	0.0260095174881	12136.0	0.464
ENSG00000020129	0.0155911627013	0.0189614411607	10446.0	0.776
ENSG00000020181	0.0353643134308	0.0060140814081	4934.0	0.492
ENSG00000020256	0.0	0.0213009551039	11048.0	0.345
ENSG00000020426	5.05797632028e-06	0.0473807800406	14813.0	0.374
ENSG00000020577	0.0378399811477	0.00788229776587	5996.0	0.804
ENSG00000020633	0.0408099054094	0.0298512821064	12857.0	0.564
ENSG00000020922	0.111462851021	0.0731548066058	15934.0	0.194
ENSG00000021300	5.16667106482e-06	0.0100242138386	7085.0	0.548
ENSG00000021355	0.0357690861477	0.0122178874995	8029.0	0.34
ENSG00000021488	0.0485573377327	0.00831453434327	6248.0	0.789
ENSG00000021574	0.146989523308	0.0253836827427	12009.0	0.208
ENSG00000021645	0.0	0.00866876389076	6386.0	0.557
ENSG00000021762	0.0	0.0142807557844	8893.0	0.122
ENSG00000021776	5.16667106482e-06	0.0241615398013	11728.0	0.524
ENSG00000021826	0.0701393540152	0.0327917214617	13326.0	0.184
ENSG00000021852	0.011839204869	0.00515518342577	4424.0	0.688
ENSG00000022267	0.134651087988	0.0616120814813	15563.0	0.238
ENSG00000022277	0.0	0.00722989391614	5650.0	0.55
ENSG00000022355	0.0387543063526	0.00968345824499	6924.0	0.277
ENSG00000022556	0.0	0.0191005061725	10488.0	0.201
ENSG00000022840	0.0592599671403	0.0405184169094	14239.0	0.369
ENSG00000022976	0.0	0.00351060742333	3295.0	0.426
ENSG00000023041	0.0	0.0100331745594	7091.0	0.293
ENSG00000023171	0.0	0.000788649873687	334.0	0.43
ENSG00000023191	0.0	0.0258859345269	12112.0	0.224
ENSG00000023228	0.262968104961	0.0859094139458	16266.0	0.096
ENSG00000023287	0.0638628388071	0.0877408426906	16301.0	0.572
ENSG00000023318	0.0117930705003	0.0248951252972	11895.0	0.605
ENSG00000023330	0.0023334029373	0.0434064628023	14498.0	0.286
ENSG00000023445	0.0161612855628	0.069221458591	15832.0	0.455
ENSG00000023516	0.0477743795218	0.0295947321497	12819.0	0.774
ENSG00000023572	0.0168784596439	0.00361829276266	3392.0	0.861
ENSG00000023608	0.0	0.00969021653248	6928.0	0.652
ENSG00000023697	0.0	0.00337795683491	3162.0	0.351
ENSG00000023734	0.0228322956391	0.0628280806972	15605.0	0.577
ENSG00000023839	0.100705912597	0.0231287495103	11502.0	0.306
