GENE	SCORE_UNRANKED_UNPROP	SCORE_UNRANKED_PROP	SCORE_RANKED_PROP	PVALUE
ENSG00000006210	0.00940362353909	0.0383964969514	15209.0	0.461
ENSG00000006282	0.0	0.011871537968	5589.0	0.315
ENSG00000006283	0.0192852201798	0.00924071830679	3995.0	0.336
ENSG00000006327	0.0273786257236	0.0163160487459	8179.0	0.273
ENSG00000006377	0.0686785815638	0.0124355188762	5939.0	0.453
ENSG00000006432	5.16667106482e-06	0.00677218766617	2499.0	0.831
ENSG00000006451	0.00357883461107	0.0334587138488	14394.0	0.624
ENSG00000006453	0.0	0.0220857763601	10992.0	0.255
ENSG00000006459	0.0267590092487	0.0267590092487	12747.0	0.816
ENSG00000006468	0.0319480372766	0.0253426499058	12241.0	0.203
ENSG00000006530	0.0	0.0192362020864	9704.0	0.373
ENSG00000006534	0.0158831310029	0.0249239055164	12091.0	0.32
ENSG00000006576	0.0	0.00622901978182	2185.0	0.331
ENSG00000006606	0.0	0.00779879575731	3120.0	0.433
ENSG00000006607	0.0123983709894	0.0119942699382	5657.0	0.604
ENSG00000006611	0.113668138522	0.0359189037841	14834.0	0.383
ENSG00000006625	0.0	0.0117439393108	5511.0	0.541
ENSG00000006634	5.15535803749e-06	0.019770945436	9952.0	0.543
ENSG00000006638	0.0562854291541	0.0340797213041	14501.0	0.264
ENSG00000006652	0.0239913976104	0.0183424031539	9266.0	0.366
ENSG00000006659	0.0	0.0164071908244	8231.0	0.6
ENSG00000006695	0.214804702096	0.214804702096	17286.0	0.022
ENSG00000006704	0.0566687669273	0.0240845300663	11779.0	0.282
ENSG00000006712	0.0	0.0265708005172	12679.0	0.57
ENSG00000006715	0.00364056470693	0.0236886827893	11623.0	0.282
ENSG00000006740	0.0	0.00789578823362	3178.0	0.482
ENSG00000006744	0.0568260045448	0.0233725529023	11486.0	0.296
ENSG00000006747	0.0	0.015085328947	7488.0	0.546
ENSG00000006757	0.0	0.00703573850623	2674.0	0.155
ENSG00000006788	0.0	0.02267300282	11208.0	0.488
ENSG00000006831	0.0264662308706	0.0148756104003	7374.0	0.548
ENSG00000006837	0.0	0.0177357488083	8959.0	0.511
ENSG00000007001	0.0	0.00586311569854	1963.0	0.641
ENSG00000007038	0.0	0.0106206713997	4861.0	0.527
ENSG00000007047	0.030686391721	0.0337939656543	14452.0	0.485
ENSG00000007062	0.0631793892549	0.0185868713475	9383.0	0.36
ENSG00000007080	0.0	0.0164469350513	8256.0	0.342
ENSG00000007129	0.0	0.0344555063985	14578.0	0.576
ENSG00000007168	0.145878622869	0.043190617046	15781.0	0.198
ENSG00000007171	0.142176470335	0.0646858818141	16776.0	0.406
ENSG00000007174	0.0	0.00435642853756	1101.0	0.632
ENSG00000007202	0.0	0.00682718109481	2527.0	0.516
ENSG00000007216	0.00235030216541	0.00235030216541	157.0	0.977
ENSG00000007237	0.0305512408552	0.0246429120546	11991.0	0.403
ENSG00000007255	0.0321242625078	0.0199707884696	10048.0	0.744
ENSG00000007264	0.00102068121338	0.0197575285445	9939.0	0.496
ENSG00000007306	0.0	0.00630828129228	2234.0	0.575
ENSG00000007312	0.0739920061622	0.0259381870074	12460.0	0.595
ENSG00000007314	0.151903564616	0.0305333255179	13738.0	0.246
ENSG00000007341	0.0	0.00586449816636	1964.5	0.279
ENSG00000007350	0.0168043990569	0.0168043990569	8457.0	0.737
ENSG00000007372	0.142031152342	0.0518706156967	16374.0	0.311
ENSG00000007376	0.0	0.00445150037158	1145.0	0.712
ENSG00000007384	0.0290076419876	0.0105142211682	4787.0	0.354
ENSG00000007392	5.16667106482e-06	0.0395666636168	15363.0	0.291
ENSG00000007402	0.047086096938	0.0208071395944	10445.0	0.261
ENSG00000007516	0.0142936611644	0.00777711258405	3110.0	0.413
ENSG00000007520	0.0	0.0125682535242	6026.0	0.429
ENSG00000007541	0.0	0.0186580600349	9415.0	0.035
ENSG00000007545	0.0285782384684	0.0114655206092	5339.0	0.447
ENSG00000007866	0.0	0.0212468232894	10638.0	0.357
ENSG00000007908	0.0236968959253	0.0207558876113	10414.0	0.46
ENSG00000007923	0.0732294438802	0.0345871936693	14603.0	0.268
ENSG00000007933	0.0576809324278	0.0576809324278	16611.0	0.513
ENSG00000007944	0.021485773197	0.0220366019251	10968.0	0.55
ENSG00000007952	0.0246073976406	0.0112437062568	5190.0	0.242
ENSG00000007968	0.0	0.0220525011609	10974.0	0.508
ENSG00000008018	0.0	0.0347138050028	14623.0	0.441
ENSG00000008056	0.0606190891295	0.0384177712359	15214.0	0.577
ENSG00000008083	0.033391844999	0.0221808759621	11025.0	0.535
ENSG00000008086	0.176386337917	0.0371041433015	15030.0	0.273
ENSG00000008118	0.00328497386749	0.0083221370977	3442.0	0.938
ENSG00000008128	0.0161083962653	0.022252392667	11053.0	0.197
ENSG00000008130	0.0	0.0143282862018	7038.0	0.53
ENSG00000008196	0.185420681756	0.0357030827021	14791.0	0.248
ENSG00000008197	0.0181320075799	0.00797211218343	3233.0	0.683
ENSG00000008226	0.001133267964	0.001133267964	134.0	0.722
ENSG00000008256	0.0	0.0149416967121	7417.0	0.589
ENSG00000008277	0.0567503974022	0.0239412753466	11715.0	0.205
ENSG00000008282	0.00585069738028	0.00690963690736	2591.0	0.46
ENSG00000008283	0.0656964769024	0.0145171324909	7145.0	0.577
ENSG00000008294	0.00856140491649	0.0216589896643	10793.0	0.745
ENSG00000008300	0.0313906485628	0.0250933993781	12157.0	0.219
ENSG00000008311	0.0968459219888	0.0178032257497	8994.0	0.487
ENSG00000008323	0.0	0.00374852951663	343.0	0.616
ENSG00000008324	0.0	0.011361159448	5267.0	0.498
ENSG00000008382	0.0	0.00580077876891	1909.0	0.376
ENSG00000008394	0.0	0.010870692094	4967.0	0.456
ENSG00000008405	0.00111646853637	0.0265410726053	12669.0	0.363
ENSG00000008438	0.0237529882744	0.0102860286433	4651.0	0.674
ENSG00000008441	0.220270603237	0.0412786562426	15564.0	0.401
ENSG00000008513	5.16667106482e-06	0.00524106394348	1471.0	0.265
ENSG00000008516	0.0	0.0105572399997	4818.0	0.458
ENSG00000008517	0.0	0.0173802979386	8765.0	0.731
ENSG00000008710	0.0546546479711	0.031182922796	13883.0	0.799
ENSG00000008735	0.0207808653314	0.0473579044782	16113.0	0.33
ENSG00000008838	0.0401801281401	0.0362211343252	14892.0	0.599
ENSG00000008853	0.0	0.0174890470292	8827.0	0.686
ENSG00000008869	0.0	0.013860140093	6767.0	0.312
ENSG00000008952	0.0	0.0211307054814	10580.0	0.43
ENSG00000008988	0.0256493077766	0.0329454147283	14290.0	0.598
ENSG00000009307	0.0	0.0245432722924	11951.0	0.23
ENSG00000009335	0.0574452325329	0.0259658713987	12475.0	0.484
ENSG00000009413	0.0102245603681	0.0159618264206	7995.0	0.564
ENSG00000009694	0.0	0.00585524717845	1949.0	0.859
ENSG00000009709	0.050474005672	0.0201567610585	10132.0	0.319
ENSG00000009724	0.0306088142949	0.015359583048	7657.0	0.737
ENSG00000009765	0.0325321101444	0.0102883075412	4654.0	0.835
ENSG00000009780	0.0	0.00410511774255	752.0	0.655
ENSG00000009790	0.0134620745476	0.0248389688807	12062.0	0.449
ENSG00000009830	0.145095765898	0.0322096053156	14129.0	0.264
ENSG00000009844	0.0	0.0244257463303	11909.0	0.157
ENSG00000009950	0.0441781216323	0.0140295520694	6871.0	0.187
ENSG00000009954	0.0485352822684	0.0339192027198	14470.0	0.455
ENSG00000010017	0.01876228166	0.0486742687375	16200.0	0.582
ENSG00000010030	0.0	0.0128789437909	6212.0	0.492
ENSG00000010072	0.170007261721	0.055961980578	16559.0	0.488
ENSG00000010165	0.0	0.0167487243716	8425.0	0.249
ENSG00000010219	0.0	0.0171923309145	8670.0	0.375
ENSG00000010244	0.00753347531508	0.0192826082736	9730.0	0.205
ENSG00000010256	0.0	0.0274845613987	12959.0	0.109
ENSG00000010270	0.0	0.0073482726745	2881.0	0.213
ENSG00000010278	0.00237479881914	0.0328484693101	14273.0	0.785
ENSG00000010282	0.0	0.00566466380161	1799.0	0.152
ENSG00000010292	0.0	0.0209670488898	10507.0	0.467
ENSG00000010295	0.0	0.0125274347881	5991.0	0.428
ENSG00000010310	0.0149659291561	0.00683424697108	2535.0	0.352
ENSG00000010318	0.0	0.0178607652974	9021.0	0.435
ENSG00000010319	5.16667106482e-06	5.16667106482e-06	88.5	0.566
ENSG00000010322	0.0	0.0151040507353	7497.0	0.737
ENSG00000010327	5.16667106482e-06	0.0113351716368	5250.0	0.307
ENSG00000010361	0.14215939238	0.0230283967412	11354.0	0.753
ENSG00000010379	0.00213104811556	0.00534631203792	1526.0	0.297
ENSG00000010404	0.257703715074	0.0688913922436	16850.0	0.352
ENSG00000010438	0.0	0.0170297742589	8563.0	0.258
ENSG00000010539	0.0	0.00866578211603	3637.0	0.45
ENSG00000010610	0.0197367476921	0.0452165532563	15946.0	0.434
ENSG00000010626	0.0	0.00437996159023	1110.0	0.445
ENSG00000010671	0.102662890094	0.0558346400784	16553.0	0.484
ENSG00000010704	0.0726938504717	0.0184825934311	9332.0	0.454
ENSG00000010803	0.0163471065447	0.0221690186081	11020.0	0.912
ENSG00000010810	0.0212419229078	0.0933714728347	17108.0	0.421
ENSG00000010818	0.0185195004244	0.0140145537809	6862.0	0.42
ENSG00000011007	0.045771880377	0.0279396199762	13078.0	0.542
ENSG00000011009	0.0	0.0135242232772	6582.0	0.588
ENSG00000011021	0.0162786321803	0.00926253519515	4011.0	0.445
ENSG00000011028	0.00143315599772	0.0190855031747	9635.0	0.55
ENSG00000011052	0.0	0.0141904951329	6951.0	0.29
ENSG00000011105	0.0	0.00603356444007	2076.0	0.874
ENSG00000011114	0.0	0.00386999170856	482.5	0.508
ENSG00000011132	0.0184947373292	0.0157918575704	7892.0	0.324
ENSG00000011143	0.190438622956	0.0548326277493	16516.0	0.426
ENSG00000011198	0.20895609459	0.0394996771063	15355.0	0.32
ENSG00000011201	0.0942629086289	0.0216380555107	10777.0	0.641
ENSG00000011243	0.0	0.0241363649082	11812.0	0.434
ENSG00000011258	0.0240613570522	0.016162895404	8100.0	0.687
ENSG00000011260	0.0	0.0162246379277	8126.0	0.565
ENSG00000011275	0.100218156217	0.0284620819362	13192.0	0.654
ENSG00000011295	0.14881105012	0.0392927336719	15319.0	0.231
ENSG00000011304	0.00622012352413	0.0378553393548	15133.0	0.424
ENSG00000011332	0.0	0.0138719548823	6775.0	0.592
ENSG00000011347	0.00734639579508	0.0136658963475	6675.0	0.669
ENSG00000011376	0.00707778775119	0.010096082651	4511.0	0.702
ENSG00000011405	0.0323281353207	0.0322623693431	14140.0	0.489
ENSG00000011422	0.0391409265767	0.0601785189722	16684.0	0.248
ENSG00000011426	0.00221051752381	0.0493105827326	16239.0	0.672
ENSG00000011451	0.0	0.030232691968	13645.0	0.678
ENSG00000011454	0.0403067846101	0.0280090288827	13092.0	0.296
ENSG00000011465	0.0746126468493	0.0470290569332	16086.0	0.724
ENSG00000011478	0.0	0.0182878545771	9245.0	0.299
ENSG00000011485	0.0303591207038	0.0331406938638	14325.0	0.286
ENSG00000011523	0.0	0.0123332557599	5866.0	0.428
ENSG00000011566	0.00959477107515	0.0156913392929	7839.0	0.582
ENSG00000011590	0.00562097607745	0.020616324334	10339.0	0.79
ENSG00000011600	0.13649115823	0.0416875548542	15613.0	0.555
ENSG00000011638	0.0	0.0112516200759	5195.0	0.195
ENSG00000011677	0.0167655394579	0.00985600856512	4383.0	0.53
ENSG00000012048	0.0585125099544	0.103308996517	17145.0	0.588
ENSG00000012061	0.302427407478	0.0526782815304	16422.0	0.131
ENSG00000012124	0.014963081416	0.0203532160051	10236.0	0.474
ENSG00000012171	0.00263323003711	0.0115296315582	5375.0	0.908
ENSG00000012174	0.0972297727964	0.0187744736794	9468.0	0.526
ENSG00000012211	0.0	0.0198691003893	9990.0	0.205
ENSG00000012223	0.0241016514566	0.0262783202891	12580.0	0.226
ENSG00000012232	5.13302781652e-06	0.0191928690927	9683.0	0.233
ENSG00000012504	0.0563248203939	0.0268482236234	12769.0	0.134
ENSG00000012660	0.140388084881	0.0248859824895	12078.0	0.129
ENSG00000012779	0.0579623171193	0.0258145482615	12419.0	0.563
ENSG00000012817	0.0	0.00525763387123	1478.0	0.537
ENSG00000012822	0.0	0.0234427067741	11515.0	0.685
ENSG00000012963	0.0	0.0132481590642	6423.0	0.371
ENSG00000012983	0.00908671834409	0.0182040679495	9192.0	0.424
ENSG00000013016	5.16667106482e-06	0.00976178227911	4305.0	0.385
ENSG00000013275	0.0	0.0346450818787	14612.0	0.382
ENSG00000013288	0.0277135120589	0.0117417444987	5509.0	0.267
ENSG00000013293	0.0715584002114	0.0111667024088	5143.0	0.389
ENSG00000013297	0.0383106131261	0.0105322630326	4806.0	0.622
ENSG00000013306	0.0	0.00691676245048	2600.0	0.396
ENSG00000013364	5.16667106482e-06	0.036135150065	14874.0	0.377
ENSG00000013374	0.0	0.0206423112278	10353.0	0.572
ENSG00000013375	0.158170072457	0.0274042622543	12932.0	0.665
ENSG00000013392	0.0	0.00573611172496	1863.0	0.292
ENSG00000013441	0.0768705384001	0.0294242392168	13445.0	0.442
ENSG00000013503	0.161474598382	0.0346570026886	14617.0	0.201
ENSG00000013523	0.0107295240678	0.00848710426897	3527.0	0.537
ENSG00000013561	0.0	0.0227938240492	11264.0	0.758
ENSG00000013563	0.0196311895173	0.0114220032848	5312.0	0.255
ENSG00000013573	0.184951057439	0.0344570982227	14579.0	0.382
ENSG00000013588	0.0139780508241	0.0156330776398	7803.0	0.189
ENSG00000013619	0.00533742426444	0.00533742426444	1521.0	0.859
ENSG00000013725	0.0	0.0135065079169	6568.0	0.725
ENSG00000013810	0.0210755660578	0.0337115583922	14434.0	0.747
ENSG00000014123	0.0391089897856	0.0247005138317	12015.0	0.095
ENSG00000014138	5.15535803749e-06	0.0271418016571	12857.0	0.482
ENSG00000014164	0.0	0.04001051346	15418.0	0.111
ENSG00000014216	0.0153342276076	0.0424281694643	15689.0	0.266
ENSG00000014257	0.0243592083822	0.0128097261579	6169.0	0.433
ENSG00000014641	0.000951326488772	0.0184111421637	9307.0	0.165
ENSG00000014824	0.0	0.0131207188584	6346.0	0.467
ENSG00000014914	0.0	0.00495541846843	1351.5	0.219
ENSG00000014919	0.16027666325	0.0345516405628	14596.0	0.114
ENSG00000015133	0.0729368138311	0.0219861095566	10943.0	0.211
ENSG00000015153	0.0	0.0247311924545	12030.0	0.463
ENSG00000015171	0.055863809228	0.055863809228	16554.0	0.527
ENSG00000015285	0.0824222630339	0.0459877497637	16005.0	0.528
ENSG00000015413	5.16667106482e-06	0.00759329817607	3017.0	0.515
ENSG00000015475	0.0121968637336	0.033990470978	14484.0	0.52
ENSG00000015479	0.163181016622	0.0688270091565	16848.0	0.159
ENSG00000015520	0.0155696592513	0.00759323182126	3016.0	0.355
ENSG00000015532	0.181223835641	0.033824815259	14456.0	0.43
ENSG00000015568	0.0	0.0126959011265	6099.0	0.389
ENSG00000015592	0.0	0.0073936122172	2910.0	0.184
ENSG00000015676	0.0	0.0462810832819	16028.0	0.289
ENSG00000016082	0.022190131944	0.0265687416935	12678.0	0.688
ENSG00000016391	0.00290404673304	0.00683746870429	2539.0	0.895
ENSG00000016402	0.0173040362068	0.0113682907254	5272.0	0.764
ENSG00000016490	0.0177522461711	0.0123125945662	5855.0	0.515
ENSG00000016864	5.16667106482e-06	0.00385873206547	460.0	0.588
ENSG00000017260	0.0887389930537	0.0246405313611	11990.0	0.413
ENSG00000017373	0.0	0.0148060335318	7335.0	0.318
ENSG00000017427	0.198917337737	0.0445544909911	15892.0	0.361
ENSG00000017483	0.0	0.00749194709114	2966.0	0.303
ENSG00000017621	0.0	0.0207659982397	10420.0	0.261
ENSG00000017797	0.0090989540586	0.0282551540094	13142.0	0.411
ENSG00000018189	5.15535803749e-06	0.0104032960416	4730.0	0.521
ENSG00000018236	0.226160954562	0.0509972519776	16336.0	0.129
ENSG00000018280	0.00296692533474	0.00296692533474	178.0	0.613
ENSG00000018408	0.0199343243733	0.0295706027756	13489.0	0.905
ENSG00000018510	0.0832462934376	0.0263991117276	12629.0	0.794
ENSG00000018610	0.00382222776524	0.0129461265382	6250.0	0.718
ENSG00000018625	0.128064301262	0.0276471787067	12987.0	0.163
ENSG00000018699	0.0	0.0157210969501	7852.0	0.484
ENSG00000018869	0.0	0.00696272730079	2630.0	0.529
ENSG00000019102	0.0	0.0269997430384	12816.0	0.223
ENSG00000019144	0.0	0.00852690864043	3547.0	0.572
ENSG00000019169	0.0158212959697	0.0119829023822	5648.0	0.482
ENSG00000019186	0.102714802751	0.015534116491	7748.0	0.621
ENSG00000019505	0.0	0.00527982523733	1488.0	0.596
ENSG00000019549	0.137307558389	0.03163954512	13994.0	0.635
ENSG00000019582	0.0129748289154	0.0238033257877	11666.0	0.413
ENSG00000019991	0.134516463488	0.0388040532658	15262.0	0.112
ENSG00000019995	5.15254337702e-06	0.0228035806812	11269.0	0.463
ENSG00000020129	0.0155911627013	0.0214260554732	10699.0	0.814
ENSG00000020181	0.0353643134308	0.0115757292004	5406.0	0.459
ENSG00000020256	0.0	0.0198546790036	9985.0	0.528
ENSG00000020426	5.05797632028e-06	0.0313604574621	13927.0	0.734
ENSG00000020577	0.0378399811477	0.0124911002515	5967.0	0.779
ENSG00000020633	0.0408099054094	0.0278026427546	13039.0	0.59
ENSG00000020922	0.111462851021	0.0483422188183	16182.0	0.138
ENSG00000021300	5.16667106482e-06	0.014913233603	7401.0	0.559
ENSG00000021355	0.0357690861477	0.017284366317	8728.0	0.364
ENSG00000021488	0.0485573377327	0.0130872135527	6327.0	0.785
ENSG00000021574	0.146989523308	0.0295036274709	13471.0	0.219
ENSG00000021645	0.0	0.0141523588444	6935.0	0.486
ENSG00000021762	0.0	0.0168345236194	8472.0	0.13
ENSG00000021776	5.16667106482e-06	0.021982263523	10939.0	0.511
ENSG00000021826	0.0701393540152	0.0317405295441	14020.0	0.163
ENSG00000021852	0.011839204869	0.00999410572775	4457.0	0.723
ENSG00000022267	0.134651087988	0.0456913548784	15980.0	0.198
ENSG00000022277	0.0	0.0122772036442	5834.0	0.602
ENSG00000022355	0.0387543063526	0.0157042896716	7845.0	0.25
ENSG00000022556	0.0	0.0209511108753	10500.0	0.199
ENSG00000022840	0.0592599671403	0.0317971271353	14032.0	0.463
ENSG00000022976	0.0	0.00847269827652	3523.0	0.628
ENSG00000023041	0.0	0.0144566497847	7109.0	0.231
ENSG00000023171	0.0	0.0036144037144	274.0	0.363
ENSG00000023191	0.0	0.0232876108265	11455.0	0.184
ENSG00000023228	0.262968104961	0.0678506345942	16831.0	0.082
ENSG00000023287	0.0638628388071	0.0478945295027	16157.0	0.361
ENSG00000023318	0.0117930705003	0.0237412903496	11644.0	0.623
ENSG00000023330	0.0023334029373	0.0298802029809	13559.0	0.6
ENSG00000023445	0.0161612855628	0.0396389278169	15370.0	0.412
ENSG00000023516	0.0477743795218	0.0278923108682	13065.0	0.77
ENSG00000023572	0.0168784596439	0.00778426003239	3111.0	0.903
ENSG00000023608	0.0	0.0136379304143	6655.0	0.684
ENSG00000023697	0.0	0.00770900276278	3071.0	0.375
ENSG00000023734	0.0228322956391	0.0377484097371	15121.0	0.523
ENSG00000023839	0.100705912597	0.0280858478376	13107.0	0.294
