ENSG00000000003 ENSG00000121931
ENSG00000000003 ENSG00000170004
ENSG00000000419 ENSG00000102804
ENSG00000000419 ENSG00000104221
ENSG00000000419 ENSG00000109906
ENSG00000000419 ENSG00000136908
ENSG00000000419 ENSG00000144021
ENSG00000000419 ENSG00000157873
ENSG00000000419 ENSG00000166333
ENSG00000000419 ENSG00000168412
ENSG00000000419 ENSG00000174307
ENSG00000000419 ENSG00000179085
ENSG00000000419 ENSG00000184489
ENSG00000000419 ENSG00000268018
ENSG00000000457 ENSG00000092820
ENSG00000000938 ENSG00000015285
ENSG00000000938 ENSG00000103653
ENSG00000000938 ENSG00000110395
ENSG00000000938 ENSG00000111424
ENSG00000000938 ENSG00000115325
ENSG00000000938 ENSG00000117090
ENSG00000000938 ENSG00000134308
ENSG00000000938 ENSG00000137486
ENSG00000000938 ENSG00000145335
ENSG00000000938 ENSG00000153071
ENSG00000000938 ENSG00000165025
ENSG00000000938 ENSG00000169398
ENSG00000000938 ENSG00000180353
ENSG00000000938 ENSG00000183625
ENSG00000000938 ENSG00000197122
ENSG00000000938 ENSG00000272398
ENSG00000000938 ENSG00000281614
ENSG00000000971 ENSG00000125730
ENSG00000000971 ENSG00000132693
ENSG00000000971 ENSG00000137801
ENSG00000000971 ENSG00000148926
ENSG00000000971 ENSG00000152592
ENSG00000000971 ENSG00000163661
ENSG00000000971 ENSG00000169896
ENSG00000000971 ENSG00000188404
ENSG00000000971 ENSG00000205403
ENSG00000000971 ENSG00000244414
ENSG00000001167 ENSG00000012048
ENSG00000001167 ENSG00000062725
ENSG00000001167 ENSG00000066136
ENSG00000001167 ENSG00000105698
ENSG00000001167 ENSG00000108424
ENSG00000001167 ENSG00000112658
ENSG00000001167 ENSG00000120837
ENSG00000001167 ENSG00000123374
ENSG00000001167 ENSG00000136931
ENSG00000001167 ENSG00000137309
ENSG00000001167 ENSG00000141510
ENSG00000001167 ENSG00000143190
ENSG00000001167 ENSG00000158773
ENSG00000001167 ENSG00000165156
ENSG00000001167 ENSG00000174306
ENSG00000001167 ENSG00000177606
ENSG00000001167 ENSG00000178764
ENSG00000001167 ENSG00000185591
ENSG00000001167 ENSG00000245848
ENSG00000001497 ENSG00000039650
ENSG00000001497 ENSG00000102804
ENSG00000001497 ENSG00000136997
ENSG00000001617 ENSG00000099250
ENSG00000001617 ENSG00000112715
ENSG00000001617 ENSG00000118257
ENSG00000001617 ENSG00000129214
ENSG00000001617 ENSG00000130985
ENSG00000001617 ENSG00000168917
ENSG00000001617 ENSG00000271310
ENSG00000001626 ENSG00000033867
ENSG00000001626 ENSG00000047932
ENSG00000001626 ENSG00000050438
ENSG00000001626 ENSG00000065054
ENSG00000001626 ENSG00000072062
ENSG00000001626 ENSG00000086061
ENSG00000001626 ENSG00000092531
ENSG00000001626 ENSG00000092820
ENSG00000001626 ENSG00000101152
ENSG00000001626 ENSG00000106089
ENSG00000001626 ENSG00000109062
