HGENE_ENSEMBL_ID	CONDITION_ID
ENSG00000118058	OMIM:605130
ENSG00000118137	OMIM:105200|OMIM:604091
ENSG00000118194	OMIM:115195|OMIM:601494
ENSG00000118197	OMIM:174300
ENSG00000118231	OMIM:115700
ENSG00000118246	OMIM:220110
ENSG00000118271	OMIM:105210|OMIM:115430|OMIM:145680
ENSG00000118402	OMIM:133190|OMIM:600110
ENSG00000118520	OMIM:207800
ENSG00000118777	OMIM:138900
ENSG00000118873	OMIM:212720
ENSG00000118972	OMIM:193100|OMIM:211900
ENSG00000119013	OMIM:252010
ENSG00000119121	OMIM:602014
ENSG00000119139	OMIM:607748
ENSG00000119392	OMIM:253310
ENSG00000119401	OMIM:254110
ENSG00000119509	OMIM:602088
ENSG00000119514	OMIM:608812
ENSG00000119523	OMIM:607906
ENSG00000119535	OMIM:162830
ENSG00000119655	OMIM:607625
ENSG00000119684	OMIM:114500
ENSG00000119686	OMIM:225790
ENSG00000119699	OMIM:107970
ENSG00000119715	OMIM:608565
ENSG00000119718	OMIM:603896
ENSG00000119899	OMIM:269920|OMIM:604369
ENSG00000119950	OMIM:176807
ENSG00000119977	OMIM:258860
ENSG00000120054	OMIM:212070
ENSG00000120149	OMIM:168500|OMIM:168550|OMIM:604757
ENSG00000120156	OMIM:600195
ENSG00000120370	OMIM:231070
ENSG00000120498	OMIM:309120
ENSG00000120539	OMIM:188000
ENSG00000120659	OMIM:259710
ENSG00000120708	OMIM:121900|OMIM:122200|OMIM:602082|OMIM:607541|OMIM:608470
ENSG00000120725	OMIM:248800
ENSG00000120729	OMIM:159000|OMIM:182920
ENSG00000120915	OMIM:143890
ENSG00000120925	OMIM:608984
ENSG00000120942	OMIM:121800
ENSG00000121053	OMIM:261500
ENSG00000121075	OMIM:147891
ENSG00000121270	OMIM:117800
ENSG00000121361	OMIM:272120
ENSG00000121454	OMIM:262700
ENSG00000121552	OMIM:607936
ENSG00000121634	OMIM:116200
ENSG00000121653	OMIM:125853
ENSG00000121742	OMIM:129500|OMIM:220290
ENSG00000121743	OMIM:601885
ENSG00000121879	OMIM:114480|OMIM:114500|OMIM:114550|OMIM:162900|OMIM:182000|OMIM:211980|OMIM:602501
ENSG00000121905	OMIM:224500
ENSG00000121957	OMIM:604213
ENSG00000121966	OMIM:193670
ENSG00000122025	OMIM:601626
ENSG00000122126	OMIM:309000
ENSG00000122145	OMIM:302905|OMIM:303400
ENSG00000122194	OMIM:217090
ENSG00000122223	OMIM:180300
ENSG00000122512	OMIM:120435|OMIM:276300
ENSG00000122643	OMIM:266120
ENSG00000122691	OMIM:101400|OMIM:123100|OMIM:180750
ENSG00000122735	OMIM:244400
ENSG00000122787	OMIM:235555
ENSG00000122852	OMIM:178500
ENSG00000122861	OMIM:104300|OMIM:601709
ENSG00000122863	OMIM:143095
ENSG00000122870	OMIM:601331
ENSG00000122877	OMIM:145900|OMIM:605253|OMIM:607678
ENSG00000122971	OMIM:201470
ENSG00000123066	OMIM:608808
ENSG00000123191	OMIM:277900
ENSG00000123240	OMIM:137760|OMIM:606657
ENSG00000123453	OMIM:268900
ENSG00000123500	OMIM:156500
ENSG00000123545	OMIM:252010
ENSG00000123560	OMIM:312080|OMIM:312920
ENSG00000123561	OMIM:314200
ENSG00000123607	OMIM:209900
ENSG00000123700	OMIM:170390
ENSG00000124089	OMIM:607948
ENSG00000124164	OMIM:182980|OMIM:608627
ENSG00000124198	OMIM:608097
ENSG00000124205	OMIM:209880
ENSG00000124212	OMIM:145500
ENSG00000124222	OMIM:603233
ENSG00000124275	OMIM:236270|OMIM:601634
ENSG00000124313	OMIM:309530
ENSG00000124370	OMIM:251120
ENSG00000124479	OMIM:305390|OMIM:310600
ENSG00000124491	OMIM:188050|OMIM:608446
ENSG00000124615	OMIM:252150
ENSG00000124713	OMIM:606664
ENSG00000124788	OMIM:164400
ENSG00000124813	OMIM:119600|OMIM:156510
ENSG00000124827	OMIM:146200
ENSG00000125084	OMIM:166710
ENSG00000125347	OMIM:211980
ENSG00000125356	OMIM:252010
ENSG00000125363	OMIM:301200
ENSG00000125378	OMIM:600625|OMIM:607932
ENSG00000125384	OMIM:208550
ENSG00000125398	OMIM:114290
ENSG00000125414	OMIM:605637
ENSG00000125454	OMIM:607196
ENSG00000125538	OMIM:137215
ENSG00000125618	OMIM:218700
ENSG00000125741	OMIM:165300|OMIM:258501
ENSG00000125744	OMIM:604805
ENSG00000125779	OMIM:234200|OMIM:607236
ENSG00000125835	OMIM:117650
ENSG00000125845	OMIM:112600|OMIM:235200
ENSG00000125850	OMIM:122000
ENSG00000125863	OMIM:236700
ENSG00000125952	OMIM:171300
ENSG00000125965	OMIM:112600|OMIM:113100|OMIM:200700|OMIM:201250|OMIM:228900
ENSG00000126088	OMIM:176100
ENSG00000126215	OMIM:114480
ENSG00000126218	OMIM:227600
ENSG00000126233	OMIM:248300
ENSG00000126267	OMIM:220110
ENSG00000126522	OMIM:207900
ENSG00000126524	OMIM:260400
ENSG00000126583	OMIM:605361
ENSG00000126749	OMIM:211180
ENSG00000126759	OMIM:312060
ENSG00000126778	OMIM:605192|OMIM:608389
ENSG00000126883	OMIM:601626
ENSG00000126895	OMIM:304800
ENSG00000126934	OMIM:115150
ENSG00000126953	OMIM:304700
ENSG00000126970	OMIM:314580
ENSG00000127241	OMIM:257920
ENSG00000127415	OMIM:607014|OMIM:607015
ENSG00000127472	OMIM:228980
ENSG00000127507	OMIM:125630
ENSG00000127838	OMIM:118800
ENSG00000127870	OMIM:133239
ENSG00000127947	OMIM:114500
ENSG00000127948	OMIM:201750
ENSG00000127980	OMIM:214100|OMIM:234580|OMIM:601539
ENSG00000127990	OMIM:159900
ENSG00000128052	OMIM:602089
ENSG00000128159	OMIM:251270
ENSG00000128274	OMIM:111400
ENSG00000128340	OMIM:608203
ENSG00000128422	OMIM:167210|OMIM:184500
ENSG00000128519	OMIM:103780
ENSG00000128573	OMIM:602081
ENSG00000128602	OMIM:601707|OMIM:605462
ENSG00000128617	OMIM:190900
ENSG00000128656	OMIM:604356
ENSG00000128683	OMIM:603513
ENSG00000128710	OMIM:192950
ENSG00000128714	OMIM:113200|OMIM:113300|OMIM:186000|OMIM:186300
ENSG00000128739	OMIM:176270
ENSG00000128829	OMIM:234810
ENSG00000128881	OMIM:604432
ENSG00000128928	OMIM:243500
ENSG00000128973	OMIM:204300|OMIM:601780
ENSG00000129038	OMIM:177650
ENSG00000129116	OMIM:606856
ENSG00000129170	OMIM:607482
ENSG00000129221	OMIM:604393
ENSG00000129422	OMIM:114550
ENSG00000129667	OMIM:148500
ENSG00000129675	OMIM:300436
ENSG00000129757	OMIM:130650
ENSG00000129991	OMIM:115210
ENSG00000130164	OMIM:143890
ENSG00000130175	OMIM:174050
ENSG00000130203	OMIM:104310|OMIM:143890|OMIM:269600
ENSG00000130283	OMIM:187500|OMIM:217095
ENSG00000130385	OMIM:300510
ENSG00000130402	OMIM:603278
ENSG00000130449	OMIM:603671
ENSG00000130489	OMIM:256000|OMIM:604377|OMIM:608908
ENSG00000130508	OMIM:269400
ENSG00000130529	OMIM:604559
ENSG00000130595	OMIM:601680
ENSG00000130598	OMIM:601680
ENSG00000130600	OMIM:130650|OMIM:180860
ENSG00000130635	OMIM:130000
ENSG00000130638	OMIM:603516
ENSG00000130675	OMIM:176450
ENSG00000130707	OMIM:215700
ENSG00000130714	OMIM:236670
ENSG00000130816	OMIM:604121
ENSG00000130821	OMIM:300352
ENSG00000130826	OMIM:305000
ENSG00000130948	OMIM:264300
ENSG00000130985	OMIM:301830
ENSG00000131095	OMIM:203450
ENSG00000131187	OMIM:234000
ENSG00000131238	OMIM:256730
ENSG00000131269	OMIM:301310
ENSG00000131398	OMIM:605259
ENSG00000131435	OMIM:166710
ENSG00000131495	OMIM:256000
ENSG00000131504	OMIM:124900
ENSG00000131697	OMIM:606966|OMIM:606996
ENSG00000131808	OMIM:229070
ENSG00000131844	OMIM:210210
ENSG00000131873	OMIM:605282
ENSG00000131910	OMIM:601665
ENSG00000131931	OMIM:602629
ENSG00000131979	OMIM:128230|OMIM:233910
ENSG00000132024	OMIM:608443
ENSG00000132031	OMIM:140600|OMIM:607078|OMIM:608728
ENSG00000132170	OMIM:125853|OMIM:601665|OMIM:604367
ENSG00000132326	OMIM:604348
ENSG00000132437	OMIM:608643
ENSG00000132464	OMIM:104500|OMIM:204650
ENSG00000132470	OMIM:131800|OMIM:226650|OMIM:226730
ENSG00000132518	OMIM:204000|OMIM:601777
ENSG00000132549	OMIM:216550
ENSG00000132740	OMIM:604320
ENSG00000132763	OMIM:153870|OMIM:277400
ENSG00000132781	OMIM:114500|OMIM:132600|OMIM:608456
ENSG00000132837	OMIM:605850
ENSG00000132842	OMIM:608233
ENSG00000132855	OMIM:605019
ENSG00000132963	OMIM:601952
ENSG00000132965	OMIM:601367
ENSG00000133019	OMIM:100100
ENSG00000133020	OMIM:158300|OMIM:608837
ENSG00000133028	OMIM:220110
ENSG00000133048	OMIM:181500
ENSG00000133104	OMIM:275900
ENSG00000133105	OMIM:219050
ENSG00000133111	OMIM:209920
ENSG00000133116	OMIM:211900
ENSG00000133216	OMIM:176807|OMIM:603688
ENSG00000133256	OMIM:163500|OMIM:268000
ENSG00000133392	OMIM:132900
ENSG00000133424	OMIM:608840
ENSG00000133703	OMIM:109800|OMIM:114480|OMIM:137215|OMIM:163200|OMIM:211980|OMIM:260350|OMIM:601626
ENSG00000133710	OMIM:147050|OMIM:256500
ENSG00000133812	OMIM:604563
ENSG00000133835	OMIM:233400|OMIM:261515
ENSG00000133895	OMIM:131100|OMIM:145000
ENSG00000133937	OMIM:602471
ENSG00000134086	OMIM:144700|OMIM:171300|OMIM:193300|OMIM:263400
ENSG00000134200	OMIM:275100
ENSG00000134240	OMIM:605911
ENSG00000134242	OMIM:152700|OMIM:180300|OMIM:193200|OMIM:222100
ENSG00000134250	OMIM:102500
ENSG00000134259	OMIM:608654
ENSG00000134323	OMIM:164280
ENSG00000134324	OMIM:268200
ENSG00000134371	OMIM:145000|OMIM:145001|OMIM:608266
ENSG00000134376	OMIM:172870|OMIM:600105
ENSG00000134460	OMIM:601942|OMIM:606367
ENSG00000134504	OMIM:181270
ENSG00000134538	OMIM:237450
ENSG00000134569	OMIM:212780
ENSG00000134571	OMIM:115197|OMIM:192600
ENSG00000134574	OMIM:278740
ENSG00000134595	OMIM:300123|OMIM:312000
ENSG00000134640	OMIM:125853
ENSG00000134684	OMIM:608323
ENSG00000134760	OMIM:148700
ENSG00000134769	OMIM:604169
ENSG00000134812	OMIM:261000
ENSG00000134853	OMIM:606764|OMIM:607685
ENSG00000134899	OMIM:278780
ENSG00000134982	OMIM:114500|OMIM:114550|OMIM:135290|OMIM:155255|OMIM:175100
ENSG00000135100	OMIM:125853|OMIM:142330|OMIM:144700|OMIM:222100|OMIM:600496
ENSG00000135111	OMIM:181450
ENSG00000135218	OMIM:608404
ENSG00000135241	OMIM:251950
ENSG00000135318	OMIM:211800
ENSG00000135338	OMIM:604537
ENSG00000135341	OMIM:157800
ENSG00000135406	OMIM:105400
ENSG00000135409	OMIM:261550
ENSG00000135437	OMIM:136880
ENSG00000135443	OMIM:602032
ENSG00000135541	OMIM:213300|OMIM:608629
ENSG00000135604	OMIM:603552
ENSG00000135636	OMIM:253601|OMIM:254130|OMIM:606768
ENSG00000135677	OMIM:252940
ENSG00000135697	OMIM:115300
ENSG00000135744	OMIM:145500|OMIM:267430
ENSG00000135828	OMIM:601518
ENSG00000135899	OMIM:235550|OMIM:607948
ENSG00000135902	OMIM:253290
ENSG00000135903	OMIM:122880|OMIM:148820|OMIM:193500|OMIM:268220
ENSG00000135925	OMIM:150400|OMIM:224750|OMIM:257980
ENSG00000135929	OMIM:213700
ENSG00000135956	OMIM:171300
ENSG00000135960	OMIM:129490|OMIM:224900
ENSG00000136003	OMIM:255125
ENSG00000136068	OMIM:108720|OMIM:108721|OMIM:112310|OMIM:150250|OMIM:272460
ENSG00000136144	OMIM:103780
ENSG00000136147	OMIM:147050|OMIM:600807
ENSG00000136156	OMIM:117300|OMIM:176500
ENSG00000136160	OMIM:277580|OMIM:600155|OMIM:600501
ENSG00000136244	OMIM:108010|OMIM:125853|OMIM:148000|OMIM:266600|OMIM:604302
ENSG00000136352	OMIM:118700|OMIM:188550
ENSG00000136463	OMIM:220110
ENSG00000136492	OMIM:114480
ENSG00000136531	OMIM:607745
ENSG00000136574	OMIM:187500|OMIM:607941
ENSG00000136634	OMIM:180300
ENSG00000136689	OMIM:137215
ENSG00000136698	OMIM:605376
ENSG00000136717	OMIM:255200
ENSG00000136827	OMIM:128100
ENSG00000136861	OMIM:604804
ENSG00000136872	OMIM:229600
ENSG00000136881	OMIM:607748
ENSG00000136928	OMIM:188890
ENSG00000136936	OMIM:278700
ENSG00000136944	OMIM:161200
ENSG00000136997	OMIM:113970
ENSG00000137074	OMIM:208920
ENSG00000137106	OMIM:260000
ENSG00000137203	OMIM:113620
ENSG00000137261	OMIM:600202
ENSG00000137309	OMIM:125853
ENSG00000137462	OMIM:114500|OMIM:246300|OMIM:607948
ENSG00000137474	OMIM:276900|OMIM:600060|OMIM:601317
ENSG00000137513	OMIM:256000
ENSG00000137561	OMIM:277460
ENSG00000137601	OMIM:263520
ENSG00000137693	OMIM:120433
ENSG00000137700	OMIM:232220|OMIM:232240
ENSG00000137713	OMIM:211980
ENSG00000137731	OMIM:154020
ENSG00000137745	OMIM:250400|OMIM:602111
ENSG00000137806	OMIM:252010
ENSG00000137812	OMIM:604321
ENSG00000137868	OMIM:601186
ENSG00000137869	OMIM:139300
ENSG00000137992	OMIM:248600
ENSG00000138029	OMIM:609015
ENSG00000138030	OMIM:229800
ENSG00000138039	OMIM:176410|OMIM:238320
ENSG00000138061	OMIM:137750|OMIM:137760|OMIM:231300|OMIM:604229
ENSG00000138075	OMIM:210250
ENSG00000138079	OMIM:220100
ENSG00000138083	OMIM:157170|OMIM:269160
ENSG00000138095	OMIM:220111
ENSG00000138109	OMIM:122700
ENSG00000138160	OMIM:152950
ENSG00000138363	OMIM:608688
ENSG00000138375	OMIM:242900
ENSG00000138376	OMIM:114480
ENSG00000138413	OMIM:137800
ENSG00000138435	OMIM:253290|OMIM:601462|OMIM:608930
ENSG00000138449	OMIM:606069
ENSG00000138615	OMIM:603932
ENSG00000138622	OMIM:163800
ENSG00000138675	OMIM:190330
ENSG00000138696	OMIM:112600
ENSG00000138759	OMIM:219000
ENSG00000138760	OMIM:254900
ENSG00000138796	OMIM:231530
ENSG00000138823	OMIM:200100|OMIM:605552
ENSG00000138829	OMIM:121050
ENSG00000139083	OMIM:601626
ENSG00000139116	OMIM:135700
ENSG00000139180	OMIM:256000
ENSG00000139190	OMIM:108600
ENSG00000139197	OMIM:202370|OMIM:214110
ENSG00000139219	OMIM:108300|OMIM:132450|OMIM:150600|OMIM:151210|OMIM:156550|OMIM:183900|OMIM:184250|OMIM:200610|OMIM:215150|OMIM:271700|OMIM:604864|OMIM:608805
ENSG00000139287	OMIM:608516
ENSG00000139330	OMIM:217300
ENSG00000139351	OMIM:270960
ENSG00000139352	OMIM:209880
ENSG00000139428	OMIM:251110
ENSG00000139515	OMIM:125853|OMIM:260370|OMIM:606392
ENSG00000139531	OMIM:272300
ENSG00000139549	OMIM:233420|OMIM:607080
ENSG00000139567	OMIM:600376
ENSG00000139618	OMIM:114480|OMIM:155255|OMIM:176807|OMIM:194070|OMIM:262400|OMIM:604370|OMIM:605724
ENSG00000139679	OMIM:278150
ENSG00000139687	OMIM:109800|OMIM:180200|OMIM:182280|OMIM:259500
ENSG00000140090	OMIM:210750
ENSG00000140092	OMIM:219100|OMIM:608895
ENSG00000140199	OMIM:218000
ENSG00000140279	OMIM:607200
ENSG00000140287	OMIM:137580
ENSG00000140326	OMIM:224120
ENSG00000140368	OMIM:604416
ENSG00000140374	OMIM:231680
ENSG00000140416	OMIM:115196
ENSG00000140443	OMIM:270450
ENSG00000140521	OMIM:157640|OMIM:203700|OMIM:256000|OMIM:258450|OMIM:607459
ENSG00000140522	OMIM:136880|OMIM:607475|OMIM:607476
ENSG00000140650	OMIM:212065
ENSG00000140675	OMIM:233100
ENSG00000140836	OMIM:176807
ENSG00000140905	OMIM:605899
ENSG00000141012	OMIM:253000
ENSG00000141448	OMIM:187500|OMIM:217095
ENSG00000141458	OMIM:257220
ENSG00000141510	OMIM:114480|OMIM:114500|OMIM:114550|OMIM:137800|OMIM:151623|OMIM:202300|OMIM:259500|OMIM:260350|OMIM:260500|OMIM:607107
ENSG00000141524	OMIM:226400
ENSG00000141527	OMIM:173200|OMIM:602723
ENSG00000141543	OMIM:268305
ENSG00000141627	OMIM:223800|OMIM:607326
ENSG00000141646	OMIM:139210|OMIM:174900|OMIM:260350
ENSG00000141655	OMIM:174810|OMIM:602080
ENSG00000141736	OMIM:137800|OMIM:211980
ENSG00000141756	OMIM:259450
ENSG00000141759	OMIM:608572
ENSG00000141837	OMIM:108500|OMIM:141500|OMIM:183086
ENSG00000142156	OMIM:158810|OMIM:254090
ENSG00000142168	OMIM:105400
ENSG00000142173	OMIM:158810|OMIM:254090|OMIM:255600
ENSG00000142192	OMIM:104300|OMIM:605714
ENSG00000142208	OMIM:114480|OMIM:114500|OMIM:176920
ENSG00000142303	OMIM:277600
ENSG00000142319	OMIM:188890
ENSG00000142330	OMIM:601283
ENSG00000142627	OMIM:116600
ENSG00000142798	OMIM:224410|OMIM:255800
ENSG00000142867	OMIM:137245|OMIM:156240|OMIM:273300|OMIM:605027
ENSG00000143061	OMIM:149700
ENSG00000143140	OMIM:108770
ENSG00000143178	OMIM:201400
ENSG00000143183	OMIM:213980
ENSG00000143199	OMIM:143870
ENSG00000143224	OMIM:176200
ENSG00000143226	OMIM:152700|OMIM:219700
ENSG00000143252	OMIM:605373|OMIM:606764|OMIM:606864
ENSG00000143294	OMIM:605074
ENSG00000143368	OMIM:154400
ENSG00000143369	OMIM:247100
ENSG00000143382	OMIM:225100|OMIM:225200
ENSG00000143387	OMIM:265800
ENSG00000143390	OMIM:209920
ENSG00000143473	OMIM:135500
ENSG00000143549	OMIM:255310
ENSG00000143627	OMIM:102900|OMIM:266200
ENSG00000143631	OMIM:146700
ENSG00000143632	OMIM:161800|OMIM:255310
ENSG00000143669	OMIM:214500
ENSG00000143801	OMIM:606889
ENSG00000143815	OMIM:169400|OMIM:215140
ENSG00000143819	OMIM:189800|OMIM:607748
ENSG00000143839	OMIM:267430
ENSG00000143921	OMIM:210250
ENSG00000143951	OMIM:217085
ENSG00000144061	OMIM:256100|OMIM:266900
ENSG00000144191	OMIM:216900
ENSG00000144285	OMIM:607208
ENSG00000144381	OMIM:605280
ENSG00000144452	OMIM:242500|OMIM:601277
ENSG00000144455	OMIM:272200
ENSG00000144535	OMIM:267000
ENSG00000144659	OMIM:205950
ENSG00000144891	OMIM:145500|OMIM:267430
ENSG00000144962	OMIM:102530
ENSG00000145012	OMIM:601626
ENSG00000145020	OMIM:605899
ENSG00000145191	OMIM:603896
ENSG00000145335	OMIM:127750|OMIM:168601
ENSG00000145354	OMIM:604928
ENSG00000145362	OMIM:600919
ENSG00000145476	OMIM:210370
ENSG00000145494	OMIM:252010
ENSG00000145623	OMIM:105250
ENSG00000145675	OMIM:269880
ENSG00000145715	OMIM:605462|OMIM:608354|OMIM:608355
ENSG00000145819	OMIM:607785
ENSG00000145888	OMIM:149400
ENSG00000145936	OMIM:608622
ENSG00000145979	OMIM:248000
ENSG00000145996	OMIM:125853
ENSG00000146070	OMIM:147050|OMIM:600807
ENSG00000146085	OMIM:251000
ENSG00000146648	OMIM:211980
ENSG00000146938	OMIM:300495|OMIM:300497
ENSG00000147044	OMIM:300422
ENSG00000147133	OMIM:314250
ENSG00000147155	OMIM:302960
ENSG00000147168	OMIM:300400|OMIM:312863
ENSG00000147202	OMIM:300511
ENSG00000147224	OMIM:301835|OMIM:304500|OMIM:311070
ENSG00000147257	OMIM:194070|OMIM:312870
ENSG00000147274	OMIM:300238
ENSG00000147316	OMIM:251200
ENSG00000147380	OMIM:303700|OMIM:303800
ENSG00000147383	OMIM:308050
ENSG00000147416	OMIM:124480
ENSG00000147465	OMIM:201710
ENSG00000147548	OMIM:601626
ENSG00000147684	OMIM:252010
ENSG00000147804	OMIM:201100
ENSG00000147852	OMIM:224050
ENSG00000147889	OMIM:155600|OMIM:155601|OMIM:155755|OMIM:606719
ENSG00000147894	OMIM:105550
ENSG00000147955	OMIM:605726
ENSG00000148090	OMIM:250950
ENSG00000148180	OMIM:105120
ENSG00000148384	OMIM:213300
ENSG00000148400	OMIM:109730
ENSG00000148606	OMIM:607694
ENSG00000148672	OMIM:606762
ENSG00000148677	OMIM:106700
ENSG00000148702	OMIM:188050
ENSG00000148737	OMIM:125853
ENSG00000148795	OMIM:202110
ENSG00000149131	OMIM:106100|OMIM:120790
ENSG00000149177	OMIM:114500
ENSG00000149260	OMIM:193235
ENSG00000149311	OMIM:114480|OMIM:208900
ENSG00000149418	OMIM:602400
ENSG00000149534	OMIM:147050
ENSG00000149541	OMIM:245600
ENSG00000149922	OMIM:122600
ENSG00000150275	OMIM:601067|OMIM:602083
ENSG00000150455	OMIM:607948
ENSG00000150540	OMIM:600807
ENSG00000150753	OMIM:256840
ENSG00000150893	OMIM:219000
ENSG00000150907	OMIM:268220
ENSG00000150995	OMIM:117360|OMIM:206700|OMIM:606658
ENSG00000151067	OMIM:601005
ENSG00000151090	OMIM:145650|OMIM:188570|OMIM:274300
ENSG00000151148	OMIM:244450
ENSG00000151224	OMIM:250850
ENSG00000151348	OMIM:133701
ENSG00000151413	OMIM:252010
ENSG00000151552	OMIM:261630
ENSG00000151577	OMIM:181500|OMIM:190300
ENSG00000151611	OMIM:251100
ENSG00000151617	OMIM:157300
ENSG00000151623	OMIM:177735|OMIM:605115
ENSG00000151704	OMIM:241200
ENSG00000151834	OMIM:103780
ENSG00000151835	OMIM:270550
ENSG00000151849	OMIM:608393
ENSG00000152137	OMIM:158590|OMIM:608673
ENSG00000152217	OMIM:269150|OMIM:601626|OMIM:607785|OMIM:608232
ENSG00000152223	OMIM:242840
ENSG00000152266	OMIM:146200
ENSG00000152457	OMIM:602450|OMIM:603554
ENSG00000152492	OMIM:607453
ENSG00000152591	OMIM:125420|OMIM:125490|OMIM:125500|OMIM:605594
ENSG00000152592	OMIM:241520
ENSG00000152642	OMIM:272120
ENSG00000152661	OMIM:104100|OMIM:133200|OMIM:164200|OMIM:186100|OMIM:218400|OMIM:234100|OMIM:241550|OMIM:257850|OMIM:600309
ENSG00000153201	OMIM:608033
ENSG00000153283	OMIM:211750
ENSG00000153563	OMIM:608957
ENSG00000153574	OMIM:608611
ENSG00000154118	OMIM:606438
ENSG00000154122	OMIM:118600|OMIM:123000
ENSG00000154134	OMIM:607313
ENSG00000154415	OMIM:125853
ENSG00000154646	OMIM:226200
ENSG00000154764	OMIM:228930|OMIM:276820
ENSG00000154767	OMIM:278720
ENSG00000154803	OMIM:114500|OMIM:135150|OMIM:144700|OMIM:173600
ENSG00000154856	OMIM:605389
ENSG00000154864	OMIM:108145|OMIM:114300|OMIM:248700
ENSG00000155380	OMIM:245340
ENSG00000155465	OMIM:222700
ENSG00000155657	OMIM:600334|OMIM:603689|OMIM:604145|OMIM:608807
ENSG00000155719	OMIM:607039
ENSG00000155846	OMIM:601665
ENSG00000155850	OMIM:222600|OMIM:226900|OMIM:256050|OMIM:600972
ENSG00000155961	OMIM:300271|OMIM:311510
ENSG00000155966	OMIM:309548
ENSG00000155974	OMIM:219000
ENSG00000155980	OMIM:604187
ENSG00000156006	OMIM:243400
ENSG00000156052	OMIM:163000|OMIM:185300
ENSG00000156150	OMIM:136760
ENSG00000156170	OMIM:252010|OMIM:256000
ENSG00000156298	OMIM:300210
ENSG00000156313	OMIM:300029|OMIM:304020
ENSG00000156466	OMIM:118100
ENSG00000156471	OMIM:151050
ENSG00000156475	OMIM:604326
ENSG00000156515	OMIM:235700|OMIM:605285
ENSG00000156531	OMIM:301900
ENSG00000156574	OMIM:270100
ENSG00000156709	OMIM:310490
ENSG00000156925	OMIM:306955|OMIM:314390
ENSG00000156970	OMIM:114500|OMIM:176430|OMIM:257300
ENSG00000157017	OMIM:601665
ENSG00000157087	OMIM:601386
ENSG00000157152	OMIM:181500
ENSG00000157184	OMIM:255110|OMIM:600649|OMIM:608836
ENSG00000157193	OMIM:608446
ENSG00000157227	OMIM:277950
ENSG00000157399	OMIM:302950
ENSG00000157404	OMIM:172800|OMIM:273300|OMIM:601626|OMIM:606764
ENSG00000157764	OMIM:114500|OMIM:115150|OMIM:163950|OMIM:211980|OMIM:605027
ENSG00000157765	OMIM:265100
ENSG00000157766	OMIM:165800|OMIM:608361
ENSG00000157933	OMIM:182212
ENSG00000157978	OMIM:603813
ENSG00000158014	OMIM:608118
ENSG00000158055	OMIM:606713
ENSG00000158104	OMIM:140350|OMIM:276710
ENSG00000158125	OMIM:278300
ENSG00000158158	OMIM:217080
ENSG00000158290	OMIM:300354
ENSG00000158352	OMIM:300434
ENSG00000158773	OMIM:602491
ENSG00000158813	OMIM:305100|OMIM:313500
ENSG00000158864	OMIM:252010
ENSG00000158874	OMIM:143890
ENSG00000158887	OMIM:118200|OMIM:145900|OMIM:180800|OMIM:605253|OMIM:607677|OMIM:607736|OMIM:607791
ENSG00000159063	OMIM:608104
ENSG00000159184	OMIM:176807
ENSG00000159216	OMIM:601399|OMIM:601626
ENSG00000159267	OMIM:253270
ENSG00000159403	OMIM:130080
ENSG00000159423	OMIM:239510
ENSG00000159459	OMIM:243800
ENSG00000159640	OMIM:267430
ENSG00000159650	OMIM:276880
ENSG00000159723	OMIM:601665
ENSG00000159899	OMIM:602875
ENSG00000159921	OMIM:269921|OMIM:605820
ENSG00000160050	OMIM:209900
ENSG00000160131	OMIM:310440
ENSG00000160145	OMIM:608901
ENSG00000160183	OMIM:601072
ENSG00000160200	OMIM:236200
ENSG00000160202	OMIM:604219
ENSG00000160211	OMIM:134700
ENSG00000160213	OMIM:254800
ENSG00000160224	OMIM:240300
ENSG00000160255	OMIM:116920
ENSG00000160282	OMIM:229100
ENSG00000160299	OMIM:210720
ENSG00000160688	OMIM:255100
ENSG00000160710	OMIM:127400
ENSG00000160716	OMIM:605375
ENSG00000160789	OMIM:115200|OMIM:151660|OMIM:159001|OMIM:176670|OMIM:181350|OMIM:212112|OMIM:248370|OMIM:275210|OMIM:605588
ENSG00000160796	OMIM:139090
ENSG00000160801	OMIM:125350|OMIM:156400|OMIM:215045|OMIM:600002
ENSG00000160808	OMIM:608751
ENSG00000160867	OMIM:176807
ENSG00000160882	OMIM:103900
ENSG00000160957	OMIM:218600|OMIM:266280|OMIM:268400
ENSG00000161217	OMIM:608940
ENSG00000161270	OMIM:256300
ENSG00000161533	OMIM:264470
ENSG00000161610	OMIM:161400
ENSG00000161653	OMIM:237310
ENSG00000161798	OMIM:600231
ENSG00000161904	OMIM:212500
ENSG00000162065	OMIM:220500|OMIM:605021
ENSG00000162337	OMIM:133780|OMIM:144750|OMIM:166710|OMIM:259770|OMIM:601813|OMIM:601884|OMIM:607634|OMIM:607636
ENSG00000162399	OMIM:602522
ENSG00000162430	OMIM:255310|OMIM:602771
ENSG00000162438	OMIM:167800
ENSG00000162512	OMIM:601665
ENSG00000162551	OMIM:146300|OMIM:241500|OMIM:241510
ENSG00000162552	OMIM:158330
ENSG00000162594	OMIM:605606
ENSG00000162676	OMIM:607847
ENSG00000162711	OMIM:120100|OMIM:191900|OMIM:607115
ENSG00000162733	OMIM:271665
ENSG00000162736	OMIM:142690
ENSG00000162738	OMIM:182940
ENSG00000162946	OMIM:181500|OMIM:604906
ENSG00000162992	OMIM:125853|OMIM:606394
ENSG00000162998	OMIM:165720
